"player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","idp_solo","idp_solo_sd","idp_sack","idp_sack_sd","idp_int","idp_int_sd","idp_pd","idp_pd_sd","idp_td","idp_td_sd","draft_year","birthdate","injury_status","injury_details","season_year","week"
"Jimmy Garoppolo","SF","QB","11760","weighted",1721.30942028986,1887.3432018987,9.92398550724638,10.6416124154127,5.19652173913043,5.69021965918728,21.7260869565217,27.0449380248661,0.999565217391304,1.21412861291266,0.180410628019324,0.161904776974641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1991-11-02,NA,NA,NA,NA
"Davis Mills","HOU","QB","15252","weighted",3727.39981067777,215.26574998724,21.657357061719,2.45293518965072,13.4184059068535,3.12308865504095,112.303888678531,53.3357159072993,0.983953048087845,0.661983648362221,1.33801306323362,0.232089849939174,2.14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1998-10-21,NA,NA,NA,NA
"Geno Smith","SEA","QB","11150","weighted",2578.6956380159,1068.4157582652,15.5028776978417,7.31855499711261,8.60482771677395,5.04220459545127,146.075528209012,72.567817063726,1.4000530102234,0.832483004853879,2.03515240439228,0.419965674072611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,1990-10-10,NA,NA,NA,NA
"Lamar Jackson","BAL","QB","13593","weighted",3613.08278682317,200.716805902055,24.125694812571,2.62756875645727,13.8259068534646,1.77810775134249,966.343964407421,97.7044005719238,5.18093146535403,1.19754744577652,3.13902877697842,0.61358412962963,1.59,2.37474383217094e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1997-01-07,NA,NA,NA,NA
"Daniel Jones","NYG","QB","14059","weighted",3580.7206550549,205.994081595918,19.7203256342295,2.83127520147391,13.5595910639909,2.64334372342734,433.537966679288,67.6598141146471,2.55531995456267,1.02576407035865,4.80958254449072,0.886038334411459,2.69,4.74948766434189e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1997-05-27,NA,NA,NA,NA
"Marcus Mariota","ATL","QB","12141","weighted",3003.39417644832,647.234595856858,16.2815524422567,4.36918584534171,10.1321734191594,4.47370305302987,305.757894736842,122.968535612377,2.26449829609996,1.61755749941763,1.93034267322984,0.774917150664518,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,1993-10-30,NA,NA,NA,NA
"Carson Wentz","WAS","QB","12610","weighted",3635.28646193772,137.576903164736,22.7489965397924,2.6986868416318,10.9512024221453,1.79280176824554,240.867192906574,32.3426248002988,1.76847750865052,0.587125097247446,3.06729238754325,1.10645876078859,3.72,4.79936859683329e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,1992-12-30,NA,NA,NA,NA
"Jacoby Brissett","CLE","QB","12616","weighted",2369.77691525424,1046.95377005852,13.6862372881356,6.17757404305826,7.95720338983051,4.21655418061937,131.631177966102,69.508062153946,1.45894491525424,1.11774524301336,1.97966101694915,0.618696137975363,1.06,2.39893753262136e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,1992-12-11,NA,NA,NA,NA
"Justin Fields","CHI","QB","15238","weighted",3452.87139719803,203.377932008291,19.0809390382431,2.33970835806349,15.1410223400227,2.70331880302452,580.527008708822,86.0316651926444,3.49836425596365,1.45203775997637,4.76193392654298,1.45988757450536,1.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1999-03-05,NA,NA,NA,NA
"Zach Wilson","NYJ","QB","15239","weighted",2824.2419727376,761.812601165462,16.8832979931844,5.55112460730877,12.1214161302537,3.76199602389738,188.849352517986,55.7532359085104,2.47787959106399,0.796810286428971,1.37757856872397,0.552256253727067,1.39,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1999-08-03,"O","Knee - Meniscus",2022,0
"Drew Lock","SEA","QB","14057","weighted",1783.4956114687,989.559204129589,11.5292568753657,7.45383477273563,5.75640725570509,3.54120640425596,98.2393212404915,70.8615242310008,1.19098888238736,1.3724935665746,1.52001170275015,1.2374021599222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1996-11-10,NA,NA,NA,NA
"Gardner Minshew","PHI","QB","14067","weighted",849.898771211235,1041.52718187374,4.15705090696314,6.02263642024042,1.65757753071972,1.84669682606032,34.499122293739,16.5819038278659,0.193095377413692,0.441498975392881,0.316149795201872,0.246244558122859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1996-05-16,NA,NA,NA,NA
"Joe Flacco","NYJ","QB","9064","weighted",1030.55962711864,720.276925047881,5.72960593220339,3.51861858486784,3.26158050847458,2.44608495557766,19.0156313559322,17.3998587910363,0.150271186440678,0.212205690886322,0.605694915254237,0.218548591109223,0.55,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1985-01-16,NA,NA,NA,NA
"Kenny Pickett","PIT","QB","15692","weighted",1484.84194480379,641.764663190011,8.20156101768004,4.83372754435498,5.27417852522639,3.39774488548864,85.5371108236309,63.4790967430334,0.765981026304442,0.546974188127918,0.295590771884433,0.211507805586343,0.92,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1998-06-06,NA,NA,NA,NA
"Desmond Ridder","ATL","QB","15697","weighted",946.516507115136,734.989728953737,4.80903406640793,3.6576582478195,3.78570504527814,2.74774979057374,86.1950150927124,68.5714211635618,0.686683915480811,0.728749445550716,0.221701164294955,0.155985298542852,0.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1999-08-31,NA,NA,NA,NA
"Deshaun Watson","CLE","QB","13113","weighted",1485.27386934673,214.925902491294,10.488743718593,2.01887838720571,4.46165829145729,1.2218337750996,157.127135678392,60.2621983193775,1.3808040201005,0.687724237897199,1.50649916247906,0.386703560811796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1995-09-14,"S","Suspension",2022,0
"Taylor Heinicke","WAS","QB","12476","weighted",802.86231884058,711.906393050516,4.58130434782609,3.09133298389194,2.62746376811594,2.03411108099856,69.2036231884058,56.6920234253185,0,0,0.751908212560387,0.738412458160881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sam Darnold","CAR","QB","13592","weighted",764.368548858982,662.911140725604,3.30290813341135,2.14948922305158,3.74798712697484,5.41881017283584,59.88400234055,64.4910192106439,0.90163838502048,1.31753941436067,1.55526623756583,1.97831805031855,0.36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1997-06-05,"IR","Ankle",2022,0
"Andy Dalton","NO","QB","10313","weighted",825.443267909715,588.247446954159,5.32046614327772,3.88987177763047,2.75906280667321,1.97378188664356,71.6768842001963,126.712169718838,1.35919038272816,3.32557668654476,0.143564769381747,0.0957031428583639,0.62,1.21654824180875e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,1987-10-29,NA,NA,NA,NA
"Tyler Huntley","BAL","QB","14789","weighted",580.278631010795,483.13694751827,2.30706575073602,0.903111271992284,1.54080471050049,0.917118210701587,123.85510794897,152.544485872581,0.400843964671246,0.489889077649302,1.37535083415113,1.59718105573485,0.49,6.08274120904374e-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1998-02-03,NA,NA,NA,NA
"Teddy Bridgewater","MIA","QB","11640","weighted",519.230434782609,278.001339076948,3.10789855072464,1.96804227677051,1.405,0.505229709955982,21.9123188405797,11.1473229917069,0.118478260869565,0.245644966638,0.098768115942029,0.080553204920815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1992-11-10,NA,NA,NA,NA
"Tyrod Taylor","NYG","QB","10413","weighted",528.523112931539,228.082956619935,2.47361029842013,1.15416068929077,3.13809245172616,3.21878652801789,52.2463428905793,23.8904670774892,0.557811585722645,0.535752984662207,0.0607372732592159,0.054619853863437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,1989-08-03,NA,NA,NA,NA
"Brian Hoyer","NE","QB","9714","weighted",288.838161838162,247.580014869859,1.39200799200799,0.689366472467354,1.09500499500499,1.14429289584005,1.74595404595405,3.96385721668729,0,0,0.534865134865135,0.607817019798851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,1985-10-31,NA,NA,NA,NA
"Case Keenum","BUF","QB","10948","weighted",284.588411588412,201.719417714336,1.33266733266733,1.51743146226851,1.03266733266733,0.0574472060389462,10.7002997002997,9.43096700952026,0.228671328671329,0.402130442272623,0.010989010989011,0.0191938484859146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,1988-02-17,NA,NA,NA,NA
"Kyle Allen","HOU","QB","13879","weighted",306.178195488722,146.499750862195,1.74135338345865,0.505667490704536,1.29654135338346,0.475099048783538,18.5834586466165,13.577082362952,0,0,0.913082706766917,0.77911006964481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1996-03-08,NA,NA,NA,NA
