"player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","idp_solo","idp_solo_sd","idp_sack","idp_sack_sd","idp_int","idp_int_sd","idp_pd","idp_pd_sd","idp_td","idp_td_sd","draft_year","birthdate","injury_status","injury_details","season_year","week"
"Aaron Rodgers","NYJ","QB","7836","weighted",4094.0726,169.020876761282,27.05358,2.90091771898551,9.7966,2.66242349337985,123.9422,35.6188280623952,1.5478,0.44603399392747,2.9147425,0.951214508537824,1.06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,1983-12-02,NA,NA,NA,NA
"Trevor Lawrence","JAC","QB","15237","weighted",4114.21434,142.822047140865,25.96844,3.30059793494916,11.40788,1.92313820212399,303.84254,27.5586157121019,3.47924,0.510080689373569,5.6487775,1.97688836782782,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1999-10-06,NA,NA,NA,NA
"Derek Carr","NO","QB","11644","weighted",4003.66974,212.748722607425,24.87748,1.91107165903677,12.32382,1.26097271049524,115.72294,26.8593623597405,0.65252,0.640940271181475,1.1903125,0.573818204956096,0.53,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1991-03-28,NA,NA,NA,NA
"Geno Smith","SEA","QB","11150","weighted",4113.51334,129.166364611377,27.75136,1.14951561399847,11.77464,1.03285084156967,317.0578,27.2868441121181,1.47118,0.622091825065528,3.148675,0.752068149697825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,1990-10-10,NA,NA,NA,NA
"Baker Mayfield","TB","QB","13590","weighted",3076.24818,962.44431131431,16.94784,5.64820250010807,10.90612,4.39814278358451,109.11348,52.4269256335353,1.03262,0.514681831241095,2.27957,0.742592578506396,1.35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1995-04-14,NA,NA,NA,NA
"Jimmy Garoppolo","LVR","QB","11760","weighted",3707.20738,254.891401221298,23.21908,2.80808678864195,11.9926,1.52746939635808,64.5478,33.4854091110159,1.42814,0.438734714229091,1.4089275,0.400003504192849,0.38,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1991-11-02,NA,NA,NA,NA
"Jalen Hurts","PHI","QB","14783","weighted",3844.29962,174.675935345043,24.26786,2.55068023422056,9.79214,2.19591201290342,796.5871,88.4229967910514,11.00552,1.98904099979878,2.4703975,0.689786339678772,4.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1998-08-07,NA,NA,NA,NA
"Deshaun Watson","CLE","QB","13113","weighted",3855.66182,124.522562822248,24.57224,1.96460319732659,11.62888,2.37005124425125,482.058,76.7373073958295,3.84058,1.58164143400625,1.2096725,0.379843948969099,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1995-09-14,NA,NA,NA,NA
"Russell Wilson","DEN","QB","10703","weighted",3847.91286,98.0802962934452,23.35334,3.0239034577177,11.48408,0.971100164335946,307.35472,34.4209895824767,2.89188,0.707294388582696,1.84071,0.759254898583345,0.53,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,1988-11-29,NA,NA,NA,NA
"Brock Purdy","SF","QB","15698","weighted",3467.04226,296.666286870619,23.91658,2.72878273334443,9.72408,2.71424107494131,117.7525,73.0933014335617,1.69936,0.980807757628244,1.1230475,0.120998774538767,1.63,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1999-12-27,NA,NA,NA,NA
"Jordan Love","GB","QB","14782","weighted",3662.02672,182.803354875803,23.16814,1.96788063360835,13.19898,1.74201615297666,183.47372,85.7567206562084,1.56706,0.838336583247192,1.3433,0.237020096671813,1.34,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1998-11-02,NA,NA,NA,NA
"Ryan Tannehill","TEN","QB","10697","weighted",3398.67082,343.803590859574,19.17732,2.52489179948046,11.29608,3.93690782340922,173.62144,45.2736930035293,2.70204,1.48329127233805,2.2338875,0.729980503768395,0.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,1988-07-27,NA,NA,NA,NA
"Mac Jones","NE","QB","15241","weighted",3677.83622,214.555745190242,21.3058,2.72964285845959,13.1601,1.53229264544065,148.51468,34.800456076508,1.14634,0.464020469886718,1.876295,0.342383986483208,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1998-09-05,NA,NA,NA,NA
"Kenny Pickett","PIT","QB","15692","weighted",3601.10492,179.064324753243,19.83466,3.51293986753087,12.27414,2.02614505440355,295.98472,34.859252705983,3.0575,0.735296463117439,1.243375,0.36117132626935,1.86,2.39930055730579e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1998-06-06,NA,NA,NA,NA
"C.J. Stroud","HOU","QB","16150","weighted",3423.73606,180.405826847752,19.80538,2.34645500097709,14.1687,2.31883160318361,180.97594,64.4262648785552,1.65544,0.753134998503797,2.2336825,0.864613902590983,1.29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2001-10-03,NA,NA,NA,NA
"Sam Howell","WAS","QB","15693","weighted",3276.16246,574.743686836039,18.45996,4.50816628837328,12.46114,3.61472402755622,292.03788,112.498154292528,2.36318,1.22512732940034,2.5018075,1.67976908392992,1.08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2000-09-16,NA,NA,NA,NA
"Lamar Jackson","BAL","QB","13593","weighted",3551.40754,145.047601674837,24.54016,3.10244917289743,12.35848,2.29555775897517,928.49492,81.6010309125946,5.13558,2.02514476715094,2.612185,0.541297684961028,2.13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1997-01-07,NA,NA,NA,NA
"Daniel Jones","NYG","QB","14059","weighted",3489.75146,148.344968125064,20.4694,3.06122340748645,9.36908,2.12651398203513,647.24568,63.3542081496881,4.89022,0.892845050299778,2.9542725,0.4645291914923,2.53,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1997-05-27,NA,NA,NA,NA
"Bryce Young","CAR","QB","16148","weighted",3532.12558,101.051846917446,19.37012,3.11957789780964,12.698,1.85393098900548,212.72744,55.3926814394927,2.17688,1.66897439792903,2.0735325,1.08013122517114,1.38,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2001-07-25,NA,NA,NA,NA
"Anthony Richardson","IND","QB","16152","weighted",3110.45156,259.872314217326,17.25706,1.69579886096798,13.37774,2.95656393492241,658.36556,322.776676095603,5.26218,1.79424482605163,2.4276,1.61520132940552,1.21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2002-05-22,NA,NA,NA,NA
"Joshua Dobbs","ARI","QB","13119","weighted",1098.14566,1033.42790394491,5.56204,5.98820764838262,5.32678,4.61523437931178,102.36736,118.838958616108,0.73868,0.940890131622598,0.82643,0.277385039816054,1.37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1995-01-26,NA,NA,NA,NA
"Desmond Ridder","ATL","QB","15697","weighted",2949.61548,244.645210803926,17.19308,3.65942199497747,8.92606,2.11684100543077,219.3593,86.9117820180039,1.52836,0.526512921732426,3.4033175,1.23836860428211,1.16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1999-08-31,NA,NA,NA,NA
"Justin Fields","CHI","QB","15238","weighted",3064.82776,143.201801494948,21.03214,2.95534390076601,13.05348,2.82737532956288,1016.3738,64.054062862328,6.61442,0.913786847450921,2.351315,0.927762525451364,1.38,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1999-03-05,NA,NA,NA,NA
"Kyler Murray","ARI","QB","14056","weighted",2563.56423255814,422.92334727154,13.8913488372093,2.6591501342195,9.36046511627907,3.71535627051352,365.00211627907,86.1389248874718,2.7676511627907,0.968892329618975,2.31546511627907,0.222886186012039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1997-08-07,NA,"Knee - ACL",2023,0
"Gardner Minshew","IND","QB","14067","weighted",959.9,866.211097536157,5.24405594405594,4.22622603450051,3.44662004662005,3.40782809125667,50.5032634032634,33.8364690444082,0.238461538461538,0.376498630811236,1.66565850815851,1.07939204242762,1.55,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1996-05-16,NA,NA,NA,NA
"Trey Lance","DAL","QB","15240","weighted",1085.37073170732,904.525252595561,2.15365853658537,3.13017709146443,0.9,1.68588839416692,57.6048780487805,92.1586431581874,0.3,0.561962798055641,0.05,0.0936604663426069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2000-05-09,NA,NA,NA,NA
"Jacoby Brissett","WAS","QB","12616","weighted",703.242424242424,570.779724073828,3.94265734265734,3.44972345600684,2.05058275058275,2.06847118714364,66.5881118881119,52.0193945640042,0.61025641025641,0.658443083869164,0.446934731934732,0.254230253744914,0.53,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,1992-12-11,NA,NA,NA,NA
"Kyle Trask","TB","QB","15242","weighted",966.324475524476,677.573878701304,5.64871794871795,4.0611537865653,3.97948717948718,2.74083447701173,34.0857808857809,32.9285612470971,0.264568764568765,0.429812141993691,0.25652972027972,0.199729530312135,0.79,1.21685703368541e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1970-01-01,NA,NA,NA,NA
"Mitchell Trubisky","PIT","QB","13115","weighted",641.349376114082,550.877409222951,2.99786096256685,2.12544806515672,3.69055258467023,4.07120894020263,24.3279857397504,6.20577424878442,0.101247771836007,0.20101186296136,0.0325609031491384,0.0385154950482198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1994-08-20,NA,NA,NA,NA
"Davis Mills","HOU","QB","15252","weighted",667.965090909091,552.462977917632,3.54981818181818,3.09604064724635,2.93490909090909,2.25434104810766,31.1487272727273,22.1107780263333,0.522545454545455,0.762032031880081,0.748654545454545,0.901050863563432,0.74,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1998-10-21,NA,NA,NA,NA
"Tyler Huntley","BAL","QB","14789","weighted",637.688057040998,530.873810195439,2.0873440285205,0.844087282541854,1.42174688057041,0.521224302540469,126.79679144385,134.455098564302,0.624242424242424,0.798705457638204,2.35270350564468,2.31464698468851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1998-02-03,NA,NA,NA,NA
"Sam Darnold","SF","QB","13592","weighted",663.558495821727,367.506024501319,3.92896935933148,2.16554958585381,2.0100278551532,0.970327057316282,43.9986072423398,18.5253719493489,0.631476323119777,0.501739946580205,0.841318477251625,0.246891340166642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1997-06-05,NA,NA,NA,NA
"Brian Hoyer","LVR","QB","9714","weighted",619.525951557094,453.524542951038,3.57681660899654,2.59373143965689,2.41107266435986,1.93840067869114,24.5487889273356,30.6969929245809,0.191349480968858,0.390867445480901,0.19371107266436,0.229961270870262,0.16,3.20537918943959e-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,1985-10-31,NA,NA,NA,NA
"Malik Willis","TEN","QB","15694","weighted",453.180727272727,435.829438522093,2.03527272727273,2.63061059465221,1.97090909090909,2.16494463801739,99.0076363636364,74.5290926835314,0.775636363636364,0.978058848956061,1.30377272727273,1.38772100643216,0.76,1.28280373676441e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1999-05-25,NA,NA,NA,NA
"Andy Dalton","CAR","QB","10313","weighted",570.67201426025,399.068037659839,3.18395721925134,2.087591141455,2.25704099821747,1.96618964817306,28.3137254901961,24.0971948372726,0,0,0.273083778966132,0.208880034967211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,1987-10-29,NA,NA,NA,NA
"Zach Wilson","NYJ","QB","15239","weighted",732.079245283019,228.395490323255,2.46415094339623,0.707106781186547,2.75018867924528,0.989949493661166,71.8981132075472,27.5771644662753,0.589433962264151,0.777817459305202,0.960754716981132,0.212132034355964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1999-08-03,NA,NA,NA,NA
"Taylor Heinicke","ATL","QB","12476","weighted",695.949184149184,214.07562056509,4.21748251748252,1.3623610524586,2.697668997669,1.04437765746613,44.2794871794872,16.8095227506553,0.246620046620047,0.420202919171181,1.16409382284382,0.737432941933659,0.63,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Teddy Bridgewater","DET","QB","11640","weighted",531.931707317073,360.761041997805,3.12390243902439,2.25926523475596,2.26243902439024,2.47126051196718,21.7170731707317,8.38377830301632,0,0,0.02,0.0374641865370428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1992-11-10,NA,NA,NA,NA
"Stetson Bennett","LAR","QB","16153","weighted",286.337517831669,330.957002395056,1.45820256776034,1.22603435165336,1.05420827389444,1.91502603258726,14.6376604850214,8.09010915727982,0.107845934379458,0.241500876412847,0.130014265335235,0.121708975435943,0.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,1997-10-28,"O","Shoulder",2023,0
"Jarrett Stidham","DEN","QB","14063","weighted",344.229946524064,299.124891160666,2.59251336898396,1.70358283143041,1.3319073083779,1.22120813517951,18.1675579322638,18.520082709128,0,0,0.0651218062982769,0.0770309900964396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1996-08-08,NA,NA,NA,NA
"Mike White","MIA","QB","13598","weighted",575.554350927247,130.138115665396,2.51669044222539,0.853241737527738,3.23052781740371,1.54274713491032,10.7055634807418,7.3185198967413,0.0621968616262482,0.0933570336188397,0.31641940085592,0.265486063886425,0.65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1995-03-25,NA,NA,NA,NA
"Will Levis","TEN","QB","16149","weighted",451.206597222222,284.545715992968,2.77951388888889,1.91800284401756,2.29340277777778,1.73128175773569,43.1388888888889,27.8614442857519,0,0,0.261892361111111,0.175636304306619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,1999-06-27,NA,NA,NA,NA
"Bailey Zappe","FA","QB","15696","weighted",636.018248175182,20.5060966544099,3.55109489051095,0.707106781186547,2.55109489051095,0.707106781186547,7.85766423357664,4.94974746830583,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1999-04-26,NA,NA,NA,NA
