season,week,team,full_name,position,status,birth_date,years_exp,gsis_id,espn_id,yahoo_id,pfr_id,pff_id,sleeper_id
2025,18,ARI,Aaron Brewer,LS,ACT,1990-07-05,13,00-0028946,15241,25976,BrewAa00,7301,1122
2025,20,CHI,Case Keenum,QB,INA,1988-02-17,13,00-0028986,15168,26483,KeenCa00,7323,1737
2025,19,PHI,Charley Hughlett,LS,ACT,1990-05-16,13,00-0029008,,,,,
2025,18,WAS,Bobby Wagner,LB,ACT,1990-06-27,13,00-0029255,14979,25757,WagnBo00,7050,1233
2025,18,NYG,Russell Wilson,QB,INA,1988-11-29,13,00-0029263,14881,25785,WilsRu00,7077,1234
2025,18,ARI,Kelvin Beachum,OL,ACT,1989-06-08,13,00-0029316,,,,,
2025,18,TB,Lavonte David,LB,ACT,1990-01-23,13,00-0029562,14985,25768,DaviLa00,7060,1192
2025,18,TEN,Kevin Zeitler,OL,ACT,1990-03-08,13,00-0029592,,,,,
2025,18,ATL,Kirk Cousins,QB,ACT,1988-08-19,13,00-0029604,14880,25812,CousKi00,7102,1166
2025,18,MIN,Harrison Smith,DB,ACT,1989-02-02,13,00-0029606,14945,25739,SmitHa00,7641,1213
2025,18,NO,Demario Davis,LB,ACT,1989-01-11,13,00-0029607,14958,25787,DaviDe00,7079,1052
2025,18,NYG,Greg Van Roten,OL,ACT,1990-02-26,13,00-0029685,,,,,
2025,18,DAL,Bryan Anger,P,ACT,1988-10-06,13,00-0029692,14950,25780,AngeBr00,7072,1113
2025,18,MIN,Andrew DePaola,LS,ACT,1987-07-28,13,00-0029714,,,,,
2025,19,GB,Brandon McManus,K,ACT,1991-07-25,12,00-0029822,16339,27120,McMaBr01,8437,1433
2025,20,SF,Kyle Juszczyk,RB,ACT,1991-04-23,12,00-0029892,16002,26753,JuszKy00,7912,1379
2025,18,DET,Chris Hubbard,OL,ACT,1991-04-23,12,00-0029963,,,,,
2025,19,PIT,Adam Thielen,WR,ACT,1990-08-22,12,00-0030035,16460,27277,ThieAd00,8288,1689
2025,18,WAS,Zach Ertz,TE,RES,1990-11-10,12,00-0030061,15835,26658,ErtzZa00,7816,1339
2025,20,BUF,Darius Slay,DB,RES,1991-01-01,12,00-0030062,15863,26659,SlayDa00,7817,1518
2025,14,SEA,Johnathan Hankins,DL,CUT,1992-03-30,12,00-0030063,15841,26672,HankJo00,7830,1492
2025,18,MIA,Terron Armstead,OL,RET,1991-07-23,12,00-0030067,,,,,
2025,18,BAL,John Jenkins,DL,ACT,1989-07-11,12,00-0030070,15846,26705,JenkJo00,7863,1553
2025,19,CAR,Sam Martin,P,ACT,1990-02-27,12,00-0030092,15928,26788,MartSa01,7947,1516
2025,21,LA,David Quessenberry,OL,ACT,1990-08-24,12,00-0030097,,,,,
2025,1,CLE,Dustin Hopkins,K,CUT,1990-10-01,12,00-0030098,15965,26800,HopkDu00,7958,1348
2025,20,BUF,Jordan Poyer,DB,INA,1991-04-25,12,00-0030114,15979,26841,PoyeJo00,8000,1343
2025,18,WAS,Tress Way,P,ACT,1990-04-18,12,00-0030140,16166,26945,WayxTr00,8358,1506
2025,19,LAC,Keenan Allen,WR,ACT,1992-04-27,12,00-0030279,15818,26699,AlleKe00,7857,1479
2025,19,LAC,Tony Jefferson,DB,ACT,1992-01-27,12,00-0030294,16195,27081,JeffTo00,8361,1686
2025,1,PIT,Robert Woods,WR,CUT,1992-04-10,12,00-0030431,15880,26664,WoodRo02,7822,1352
2025,18,NO,Tyrann Mathieu,DB,RET,1992-05-13,12,00-0030459,15851,26692,MathTy00,7850,1576
2025,18,KC,Travis Kelce,TE,ACT,1989-10-05,12,00-0030506,15847,26686,KelcTr00,7844,1466
2025,19,PHI,Lane Johnson,OL,INA,1990-05-08,12,00-0030561,,,,,
2025,18,BAL,DeAndre Hopkins,WR,ACT,1992-06-06,12,00-0030564,15795,26650,HopkDe00,7808,1426
2025,18,LV,Geno Smith,QB,INA,1990-10-10,12,00-0030565,15864,26662,SmitGe00,7820,1373
2025,18,KC,James Winchester,LS,ACT,1989-08-06,12,00-0030615,16665,27494,WincJa00,8580,1785
2025,18,CLE,Cornelius Lucas,OL,ACT,1991-07-18,11,00-0030725,,,,,
2025,18,KC,Mike Pennel,DL,INA,1991-05-09,11,00-0030757,17230,28085,PennMi00,9316,2143
2025,18,NYG,Casey Kreiter,LS,ACT,1990-08-13,11,00-0030957,,,,,
2025,19,LAC,Khalil Mack,LB,ACT,1991-02-22,11,00-0031040,16710,27533,MackKh00,8640,2036
2025,20,BUF,DaQuan Jones,DL,ACT,1991-12-27,11,00-0031054,16910,27640,JoneDa04,8747,1932
2025,12,ARI,Pat O'Donnell,P,CUT,1991-02-22,11,00-0031079,16863,27719,ODonPa00,8826,2113
2025,19,PIT,Chris Boswell,K,ACT,1991-03-16,11,00-0031136,17372,28188,BoswCh00,8990,1945
2025,18,WAS,Tyler Ott,LS,ACT,1992-02-28,11,00-0031156,,,,,
2025,18,BAL,Brent Urban,DL,ACT,1991-05-05,11,00-0031177,16831,27662,UrbaBr00,8769,1881
2025,20,CHI,Cairo Santos,K,ACT,1991-11-12,11,00-0031203,17427,28227,SantCa01,8932,2020
2025,20,BUF,Brandin Cooks,WR,ACT,1993-09-25,11,00-0031236,16731,27548,CookBr00,8655,2197
2025,18,TB,Teddy Bridgewater,QB,ACT,1992-11-10,11,00-0031237,16728,27560,BridTe00,8667,2152
2025,20,HOU,Denico Autry,DL,ACT,1990-07-15,11,00-0031254,17447,28266,AutrDe00,8982,2027
2025,18,CLE,Shelby Harris,DL,ACT,1991-08-11,11,00-0031270,16837,27763,HarrSh00,8869,2033
2025,18,ATL,Jake Matthews,OL,ACT,1992-02-11,11,00-0031279,,,,,
2025,18,NO,Derek Carr,QB,RET,1991-03-28,11,00-0031280,16757,27564,CarrDe02,8671,2028
2025,20,HOU,Jimmie Ward,DB,RES,1991-07-18,11,00-0031298,16717,27558,WardJi01,8665,2267
2025,22,NE,Morgan Moses,OL,ACT,1991-03-03,11,00-0031330,,,,,
2025,21,LA,Jimmy Garoppolo,QB,ACT,1991-11-02,11,00-0031345,16760,27590,GaroJi00,8697,1837
2025,18,DAL,C.J. Goodwin,DB,ACT,1990-02-04,11,00-0031357,17474,28289,GoodC.00,9243,2869
2025,18,BAL,Kyle Van Noy,LB,ACT,1991-03-26,11,00-0031360,16772,27568,VanNKy00,8675,2130
2025,18,DAL,Jadeveon Clowney,DL,ACT,1993-02-14,11,00-0031364,16734,27529,ClowJa00,8636,1947
2025,21,LA,Davante Adams,WR,ACT,1992-12-24,11,00-0031381,16800,27581,AdamDa01,8688,2133
2025,18,TB,Mike Evans,WR,ACT,1993-08-21,11,00-0031408,16737,27535,EvanMi00,8642,2216
2025,22,SEA,DeMarcus Lawrence,LB,ACT,1992-04-28,11,00-0031411,16802,27562,LawrDe00,8669,2064
2025,18,CLE,Joel Bitonio,OL,ACT,1991-10-11,11,00-0031426,,,,,
2025,18,NYG,Chris Manhertz,TE,ACT,1992-04-10,10,00-0031484,2531358,28365,ManhCh00,10211,3048
2025,22,SEA,Jason Myers,K,ACT,1991-05-12,10,00-0031492,2473037,28378,MyerJa00,10207,2747
2025,18,NYG,Jameis Winston,QB,ACT,1994-01-06,10,00-0031503,2969939,28389,WinsJa00,9434,2306
2025,1,DAL,La'el Collins,OL,CUT,1993-07-26,10,00-0031534,,,,,
2025,18,LV,Amari Cooper,WR,RET,1994-06-17,10,00-0031544,2976499,28392,CoopAm00,9437,2309
2025,20,BUF,Shaq Thompson,LB,ACT,1994-04-21,10,00-0031550,2978313,28413,ThomSh01,9458,2330
2025,18,WAS,Eddie Goldman,DL,RES,1994-01-06,10,00-0031551,2969924,28427,GoldEd00,9472,2344
2025,20,SF,Eric Kendricks,LB,ACT,1992-02-29,10,00-0031554,2510863,28433,KendEr00,9478,2350
2025,20,BUF,Jordan Phillips,DL,RES,1992-09-21,10,00-0031557,2577466,28440,PhilJo01,9485,2357
2025,20,HOU,Danielle Hunter,DL,ACT,1994-10-29,10,00-0031565,2976560,28476,HuntDa01,9521,2393
2025,19,PHI,Za'Darius Smith,LB,RET,1992-09-08,10,00-0031576,3043168,28510,SmitZa00,9555,2427
2025,20,CHI,Grady Jarrett,DL,ACT,1993-04-28,10,00-0031583,2576492,28525,JarrGr00,9570,2592
2025,22,NE,Stefon Diggs,WR,ACT,1993-11-29,10,00-0031588,2976212,28534,DiggSt00,9579,2449
2025,21,DEN,Michael Burton,RB,RES,1992-02-01,10,00-0031595,2515270,28556,BurtMi00,9601,2471
2025,22,SEA,Quandre Diggs,DB,DEV,1993-01-22,10,00-0031608,2577553,28588,DiggQu00,9633,2501
2025,18,MIA,Darren Waller,TE,RES,1992-09-13,10,00-0031610,2576925,28592,WallDa01,9637,2505
2025,19,LAC,Bobby Hart,OL,ACT,1994-08-21,10,00-0031622,,,,,
2025,18,LV,Raheem Mostert,RB,INA,1992-04-09,10,00-0031687,2576414,28654,MostRa00,9783,2749
2025,18,NYG,Neville Hewitt,LB,ACT,1993-04-06,10,00-0031740,3059880,28935,HewiNe00,9836,2677
2025,18,CLE,DeAndre Carter,WR,RES,1993-04-10,10,00-0031763,2580216,28947,CartDe02,9859,2750
2025,1,LAC,Taylor Heinicke,QB,CUT,1993-03-15,10,00-0031800,2565969,28839,HeinTa00,9896,2711
2025,21,DEN,Alex Singleton,LB,ACT,1993-12-07,10,00-0031898,2612151,28716,SingAl00,9994,2617
2025,19,LAC,Rick Lovato,LS,RET,1992-09-09,10,00-0031911,,,,,
2025,18,MIA,Kendall Lamm,OL,ACT,1992-06-05,10,00-0031921,,,,,
2025,22,SEA,Leonard Williams,DL,ACT,1994-06-20,10,00-0031933,2971622,28394,WillLe02,9439,2311
2025,18,WAS,Preston Smith,DL,ACT,1992-11-17,10,00-0031935,2577446,28426,SmitPr00,9471,2343
2025,1,WAS,Carl Davis,DL,CUT,1992-03-02,10,00-0031938,2511690,28478,DaviCa01,9523,2395
2025,18,NYG,Rakeem Nunez-Roches,DL,RES,1993-07-03,10,00-0031957,2575453,28605,NuneRa00,9650,2993
2025,18,DAL,Dante Fowler Jr.,DL,ACT,1994-08-03,10,00-0032052,2980100,28391,FowlDa00,9436,2308
2025,18,ATL,Bradley Pinion,P,ACT,1994-06-01,10,00-0032065,2977680,28553,PiniBr00,9598,2468
2025,20,HOU,Trent Brown,OL,INA,1993-04-13,10,00-0032071,,,,,
2025,19,LAC,Denzel Perryman,LB,ACT,1992-12-05,10,00-0032103,2579621,28436,PerrDe00,9481,2353
2025,18,IND,Ameer Abdullah,RB,ACT,1993-06-13,10,00-0032104,2576336,28442,AbduAm00,9487,2359
2025,18,CLE,Jordan Hicks,LB,RET,1992-06-27,10,00-0032129,2514270,28472,HickJo00,9517,2389
2025,19,LAC,Bud Dupree,LB,INA,1993-02-12,10,00-0032146,2576702,28410,DuprAl00,9455,2327
2025,18,TEN,Trevor Siemian,QB,DEV,1991-12-26,10,00-0032156,2511109,28638,SiemTr00,9683,2549
2025,19,JAX,Arik Armstead,DL,ACT,1993-11-15,10,00-0032164,2971275,28405,ArmsAr01,9450,2322
2025,20,HOU,Ronald Darby,DB,RET,1994-01-02,10,00-0032195,2969920,28438,DarbRo00,9483,2355
2025,19,PIT,Andrus Peat,OL,ACT,1993-11-04,10,00-0032203,,,,,
2025,18,LV,Phillip Dorsett,WR,DEV,1993-01-05,10,00-0032208,2579604,28417,DorsPh00,9462,2334
2025,18,LV,Tyler Lockett,WR,ACT,1992-09-28,10,00-0032211,2577327,28457,LockTy00,9502,2374
2025,21,LA,D.J. Humphries,OL,ACT,1993-12-28,10,00-0032222,,,,,
2025,18,MIA,Joe Cardona,LS,ACT,1992-04-16,10,00-0032228,,,,,
2025,18,BAL,Laken Tomlinson,OL,DEV,1992-02-09,10,00-0032234,,,,,
2025,21,LA,Rob Havenstein,OL,RES,1992-05-13,10,00-0032242,,,,,
2025,20,HOU,Mario Edwards,DL,RES,1994-01-25,10,00-0032265,2969921,28423,EdwaMa01,9468,2340
2025,18,WAS,Marcus Mariota,QB,INA,1993-10-30,10,00-0032268,2576980,28390,MariMa01,9435,2307
2025,18,IND,DeForest Buckner,DL,RES,1994-03-17,9,00-0032378,2971282,29241,BuckDe00,10641,3172
2025,20,SF,Eli Apple,DB,DEV,1995-08-09,9,00-0032379,3040506,29244,ApplEl00,10644,3189
2025,18,WAS,Laremy Tunsil,OL,INA,1994-08-02,9,00-0032380,,,,,
2025,18,DET,Taylor Decker,OL,ACT,1993-08-23,9,00-0032381,,,,,
2025,18,MIN,Ryan Kelly,OL,RES,1993-05-30,9,00-0032383,,,,,
2025,18,MIA,Germain Ifedi,OL,RES,1994-06-02,9,00-0032384,,,,,
2025,18,TB,Sterling Shepard,WR,INA,1993-02-10,9,00-0032385,2976592,29274,ShepSt00,10674,3200
2025,22,SEA,Jarran Reed,DL,ACT,1992-12-16,9,00-0032387,3115312,29289,ReedJa02,10683,3220
2025,18,TB,Deion Jones,LB,ACT,1994-11-04,9,00-0032388,2976545,29285,JoneDe01,10686,3222
2025,20,CHI,Joe Thuney,OL,ACT,1992-11-18,9,00-0032391,,,,,
2025,22,NE,Austin Hooper,TE,ACT,1994-10-29,9,00-0032392,3043275,29315,HoopAu00,10715,3202
2025,21,LA,Nick Vannett,TE,INA,1993-03-06,9,00-0032394,2576399,29328,VannNi00,10728,3258
2025,18,DET,Graham Glasgow,OL,ACT,1992-08-19,9,00-0032395,,,,,
2025,18,WAS,Chris Moore,WR,ACT,1993-06-16,9,00-0032398,2576581,29341,MoorCh00,10741,3269
2025,19,PIT,Miles Killebrew,DB,RES,1993-05-10,9,00-0032399,2575164,29345,KillMi00,10745,3272
2025,19,PIT,Dean Lowry,DL,RES,1994-06-09,9,00-0032412,2974348,29371,LowrDe00,10771,3295
2025,20,BUF,Matthew Judon,LB,DEV,1992-08-15,9,00-0032415,3961466,29380,JudoMa00,10780,3303
2025,13,DET,Quinton Jefferson,DL,CUT,1993-03-31,9,00-0032416,2577078,29381,JeffQu00,10781,3304
2025,18,DET,DJ Reader,DL,ACT,1994-07-01,9,00-0032424,2977670,29400,ReadD.00,10800,3322
2025,22,NE,Wes Schweitzer,OL,RET,1993-09-11,9,00-0032432,,,,,
2025,18,TEN,Brandon Allen,QB,ACT,1992-09-05,9,00-0032434,2574511,29435,AlleBr00,10835,3357
2025,18,WAS,Jeff Driskel,QB,ACT,1993-04-23,9,00-0032436,2574630,29441,DrisJe00,10841,3362
2025,18,LV,Elandon Roberts,LB,ACT,1994-04-22,9,00-0032442,2987743,29448,RobeEl00,10848,3369
2025,18,CIN,Ted Karras,OL,ACT,1993-03-15,9,00-0032445,,,,,
2025,19,LAC,Kyle Peko,DL,DEV,1993-07-23,9,00-0032463,3134288,29630,PekoKy00,11027,3633
2025,18,DET,Kalif Raymond,WR,ACT,1994-08-08,9,00-0032464,2973405,29631,RaymKa00,11028,3634
2025,18,WAS,George Fant,OL,ACT,1992-07-19,9,00-0032466,,,,,
2025,20,BUF,Reid Ferguson,LS,ACT,1994-03-24,9,00-0032497,,,,,
2025,18,IND,Mike Hilton,DB,DEV,1994-03-09,9,00-0032521,2980383,29510,HiltMi01,10898,3546
2025,21,DEN,Wil Lutz,K,ACT,1994-07-07,9,00-0032569,2985659,29754,LutzWi00,11096,3678
2025,18,BAL,Michael Pierce,DL,RET,1992-11-06,9,00-0032574,2972144,29759,PierMi00,11101,3681
2025,18,WAS,Jonathan Jones,DB,ACT,1993-09-20,9,00-0032580,2971027,29875,JoneJo03,11217,3415
2025,18,NYG,Roy Robertson-Harris,DL,ACT,1993-07-23,9,00-0032667,2574891,29920,RobeRo00,11341,3526
2025,16,BUF,Morgan Fox,DL,CUT,1994-09-12,9,00-0032671,3059620,29714,FoxxMo00,11184,3743
2025,18,WAS,Robbie Chosen,WR,DEV,1993-05-09,9,00-0032688,2574808,29785,AndeRo04,11254,3423
2025,20,SF,Jake Brendel,OL,ACT,1992-09-10,9,00-0032701,,,,,
2025,20,HOU,Ka'imi Fairbairn,K,ACT,1994-01-29,9,00-0032726,2971573,29792,FairKa01,11161,3451
2025,18,IND,Luke Rhodes,LS,ACT,1992-12-02,9,00-0032753,2566045,29588,RhodLu00,10940,3598
2025,20,HOU,Sheldon Rankins,DL,ACT,1994-04-02,9,00-0032759,2970204,29246,RankSh00,10646,3188
2025,18,KC,Chris Jones,DL,ACT,1994-07-03,9,00-0032762,3044859,29271,JoneCh09,10671,3558
2025,19,JAX,Austin Johnson,DL,ACT,1994-05-08,9,00-0032763,2979591,29277,JohnAu01,10677,3560
2025,18,BAL,Derrick Henry,RB,ACT,1994-01-04,9,00-0032764,3043078,29279,HenrDe00,10679,3198
2025,18,KC,Deon Bush,DB,RES,1993-08-14,9,00-0032774,2969944,29358,BushDe00,10758,3284
2025,20,SF,Demarcus Robinson,WR,ACT,1994-09-21,9,00-0032775,3043116,29360,RobiDe01,10760,3286
2025,18,DET,Jalen Mills,DB,ACT,1994-04-06,9,00-0032803,2976540,29467,MillJa02,10867,3388
2025,19,CAR,A'Shawn Robinson,DL,ACT,1995-03-21,9,00-0032889,3054857,29280,RobiAS00,10680,3218
2025,11,WAS,Daryl Worley,DB,DEV,1995-02-22,9,00-0032891,3042436,29311,WorlDa00,10711,3246
2025,18,MIN,C.J. Ham,RB,ACT,1993-07-22,9,00-0032918,4012556,29951,HamxC.00,11347,3832
2025,18,WAS,Antonio Hamilton,DB,ACT,1993-01-24,9,00-0032933,3056354,29957,HamiAn01,11353,3838
2025,18,WAS,Kevon Seymour,DB,DEV,1993-11-30,9,00-0032942,2971603,29452,SeymKe00,10852,3374
2025,18,TB,Riley Dixon,P,ACT,1993-08-24,9,00-0032943,2577619,29462,DixoRi00,10862,3383
2025,18,MIN,Carson Wentz,QB,RES,1992-12-30,9,00-0032950,2573079,29236,WentCa00,10636,3161
2025,18,IND,Laquon Treadwell,WR,ACT,1995-06-14,9,00-0032951,3051889,29257,TreaLa00,10657,3155
2025,19,PIT,Isaac Seumalo,OL,ACT,1993-10-29,9,00-0032954,,,,,
2025,18,BAL,Ronnie Stanley,OL,ACT,1994-03-18,9,00-0032965,,,,,
2025,18,WAS,Sheldon Day,DL,INA,1994-07-01,9,00-0033010,2976194,29337,DayxSh00,10737,3265
2025,19,JAX,Eric Murray,DB,ACT,1994-01-07,9,00-0033038,2970716,29340,MurrEr00,10740,3268
2025,18,MIA,Tyreek Hill,WR,RES,1994-03-01,9,00-0033040,3116406,29399,HillTy00,10799,3321
2025,18,TEN,Jihad Ward,LB,ACT,1994-05-11,9,00-0033046,3115914,29278,WardJi02,10678,3217
2025,18,IND,Xavien Howard,DB,RET,1993-07-04,9,00-0033050,2978935,29272,HowaXa00,10672,3215
2025,18,ATL,David Onyemata,DL,ACT,1992-11-13,9,00-0033051,4002046,29354,OnyeDa00,10754,3281
2025,1,LV,Jaylon Smith,LB,CUT,1995-06-14,9,00-0033052,3052896,29268,SmitJa05,10668,3167
2025,19,PIT,Jalen Ramsey,DB,ACT,1994-10-24,9,00-0033055,3045373,29239,RamsJa00,10639,3160
2025,18,CLE,Jack Conklin,OL,RES,1994-08-17,9,00-0033057,,,,,
2025,18,NO,Zach Wood,LS,ACT,1993-01-10,9,00-0033063,,,,,
2025,18,TB,Adam Gotsis,DL,DEV,1992-09-23,9,00-0033064,2971498,29297,GotsAd00,10697,3232
2025,20,CHI,Andrew Billings,DL,ACT,1995-06-03,9,00-0033066,3051775,29356,BillAn00,10756,3207
2025,18,ATL,Leonard Floyd,DL,ACT,1992-09-08,9,00-0033072,3043136,29243,FloyLe00,10643,3174
2025,19,JAX,Emmanuel Ogbah,DL,INA,1993-11-06,9,00-0033073,2977740,29266,OgbaEm00,10666,3197
2025,18,DAL,Dak Prescott,QB,ACT,1993-07-29,9,00-0033077,2577417,29369,PresDa01,10769,3294
2025,18,CIN,Lucas Patrick,OL,ACT,1993-07-30,9,00-0033082,,,,,
2025,7,DET,Kendall Fuller,DB,DEV,1995-02-13,9,00-0033084,3045465,29318,FullKe00,10718,3252
2025,22,NE,Hunter Henry,TE,ACT,1994-12-07,9,00-0033090,3046439,29269,HenrHu00,10669,3214
2025,18,NO,Jonathan Bullard,DL,ACT,1993-10-22,9,00-0033093,2980097,29306,BullJo00,10706,3241
2025,20,BUF,Shaq Lawson,DL,DEV,1994-06-17,9,00-0033096,2977679,29253,LawsSh00,10653,3182
2025,18,MIA,Artie Burns,DB,RES,1995-05-01,9,00-0033103,3051921,29259,BurnAr00,10659,3192
2025,18,DET,Jared Goff,QB,ACT,1994-10-14,9,00-0033106,3046779,29235,GoffJa00,10635,3163
2025,18,MIN,Javon Hargrave,DL,ACT,1993-02-07,9,00-0033109,2983055,29323,HargJa00,10723,3256
2025,21,LA,Tyler Higbee,TE,ACT,1993-01-01,9,00-0033110,2573401,29344,HigbTy00,10744,3271
2025,18,ARI,Jacoby Brissett,QB,ACT,1992-12-11,9,00-0033119,2578570,29325,BrisJa00,10725,3257
2025,18,DAL,Kenny Clark,DL,ACT,1995-10-04,9,00-0033120,3122752,29261,ClarKe01,10661,3186
2025,18,CLE,Maliek Collins,DL,RES,1995-04-08,9,00-0033131,3040471,29301,CollMa00,10701,3236
2025,20,CHI,Kevin Byard,DB,ACT,1993-08-17,9,00-0033132,2574056,29298,ByarKe01,10698,3233
2025,20,BUF,Joey Bosa,DL,ACT,1995-07-11,9,00-0033156,3051389,29237,BosaJo00,10637,3156
2025,14,WAS,Zach Triner,LS,CUT,1991-01-30,9,00-0033196,,,,,
2025,18,IND,Mo Alie-Cox,TE,ACT,1993-09-19,8,00-0033217,2998565,30112,AlieMo00,12078,4054
2025,18,MIA,Daniel Brunskill,OL,ACT,1994-01-27,8,00-0033221,,,,,
2025,19,JAX,Johnny Mundt,TE,ACT,1994-11-23,8,00-0033246,3052096,30373,MundJo00,12206,4314
2025,18,NYJ,Thomas Hennessy,LS,ACT,1994-06-11,8,00-0033260,,,,,
2025,18,IND,Rigoberto Sanchez,P,ACT,1994-09-08,8,00-0033269,3914922,30534,SancRi00,12130,4331
2025,20,SF,Christian McCaffrey,RB,ACT,1996-06-07,8,00-0033280,3117251,30121,McCaCh01,11763,4034
2025,18,BAL,Marlon Humphrey,DB,ACT,1996-07-08,8,00-0033281,3126356,30129,HumpMa00,11771,4071
2025,20,BUF,Curtis Samuel,WR,ACT,1996-08-11,8,00-0033282,3121427,30153,SamuCu00,11795,4082
2025,19,CAR,Taylor Moton,OL,ACT,1994-08-14,8,00-0033284,,,,,
2025,20,SF,George Kittle,TE,RES,1993-10-09,8,00-0033288,3040151,30259,KittGe00,11901,4217
2025,18,NYG,Jermaine Eluemunor,OL,ACT,1994-12-13,8,00-0033290,,,,,
2025,20,SF,Trent Taylor,WR,RES,1994-04-30,8,00-0033292,3040569,30290,TaylTr02,11932,4218
2025,18,MIN,Aaron Jones,RB,INA,1994-12-02,8,00-0033293,3042519,30295,JoneAa00,11937,4199
2025,19,PIT,Chuck Clark,DB,ACT,1995-04-19,8,00-0033294,3045463,30299,ClarCh00,11941,4224
2025,21,DEN,D.J. Jones,DL,ACT,1995-01-19,8,00-0033297,3894915,30310,JoneD.01,11953,4278
2025,1,HOU,Conor McDermott,OL,CUT,1992-10-19,8,00-0033300,,,,,
2025,18,KC,Harrison Butker,K,ACT,1995-07-14,8,00-0033303,3055899,30346,ButkHa00,11988,4227
2025,20,SF,Kendrick Bourne,WR,ACT,1995-08-04,8,00-0033307,3045523,30551,BourKe00,12270,4454
2025,19,JAX,Nick Mullens,QB,ACT,1995-03-21,8,00-0033319,3059989,30563,MullNi00,12282,4464
2025,18,MIN,Eric Wilson,LB,ACT,1994-09-26,8,00-0033336,3056916,30448,WilsEr00,38587,4413
2025,18,BAL,Josh Tupou,DL,DEV,1994-05-02,8,00-0033347,2979632,30586,TupoJo00,12093,4371
2025,18,NO,Taysom Hill,QB,ACT,1990-08-23,8,00-0033357,2468609,30614,HillTa00,12112,4381
2025,19,JAX,Tim Patrick,WR,ACT,1993-11-23,8,00-0033375,3134353,30511,PatrTi00,12087,4351
2025,18,BAL,Patrick Ricard,RB,ACT,1994-05-27,8,00-0033376,2975417,30592,RicaPa00,48862,4353
2025,18,LV,Adam Butler,DL,INA,1994-04-12,8,00-0033381,2972342,30655,ButlAd00,12214,4415
2025,18,IND,Kenny Moore II,DB,ACT,1995-08-23,8,00-0033393,4218312,30669,MoorKe03,51596,4427
2025,18,ARI,Matt Haack,P,ACT,1994-07-25,8,00-0033400,3043237,30641,HaacMa00,12212,4390
2025,18,ARI,Pharaoh Brown,TE,ACT,1994-05-04,8,00-0033439,2971281,30627,BrowPh01,12247,4443
