jugg_price_rank,internal_player_id,fantasypros_id,player_name,position,nfl_team,expected_jugg_price_if_drafted,uncalibrated_model_price,price_range_low,price_range_high,range_basis,draft_probability,draft_likelihood,espn_salary_cap_value,adp_espn,adp_yahoo,projected_points_jugg,prior_jugg_salary,missing_inputs
28,nfl:gsis:00-0037247,22963,George Pickens,WR,DAL,28.2,27.9,21.4,35.0,historical_forward_error_p80:WR,0.995,very_likely,28,27.0,23.0,169.491,5,
29,nfl:gsis:00-0038120,22982,Breece Hall,RB,NYJ,28.0,27.7,21.9,34.2,historical_forward_error_p80:RB,0.995,very_likely,32,28.0,35.0,199.048,21,
30,nfl:gsis:00-0037840,23059,Kyren Williams,RB,LAR,26.2,25.9,20.0,32.3,historical_forward_error_p80:RB,0.995,very_likely,21,38.0,28.0,206.323,37,
31,nfl:gsis:00-0039337,25409,Malik Nabers,WR,NYG,26.2,25.9,19.5,33.0,historical_forward_error_p80:WR,0.995,very_likely,29,30.0,30.0,159.298,40,
32,nfl:gsis:00-0037239,20111,Chris Olave,WR,NO,25.3,25.0,18.5,32.1,historical_forward_error_p80:WR,0.995,very_likely,30,29.0,31.0,166.21,2,
33,nfl:gsis:00-0036997,22739,Javonte Williams,RB,DAL,25.2,24.9,19.0,31.3,historical_forward_error_p80:RB,0.995,very_likely,26,33.0,34.0,201.141,3,
34,nfl:gsis:00-0036912,19222,DeVonta Smith,WR,PHI,21.0,20.8,14.2,27.8,historical_forward_error_p80:WR,0.995,very_likely,18,35.0,27.0,149.035,6,
35,nfl:gsis:00-0040715,27166,Cam Skattebo,RB,NYG,20.5,20.3,14.4,26.7,historical_forward_error_p80:RB,0.995,very_likely,20,39.0,39.0,191.676,1,
36,nfl:gsis:00-0036973,19231,Travis Etienne Jr.,RB,NO,19.8,19.6,13.7,26.0,historical_forward_error_p80:RB,0.995,very_likely,22,41.0,43.0,189.663,1,
37,nfl:gsis:00-0034796,17233,Lamar Jackson,QB,BAL,19.1,18.9,14.2,24.0,historical_forward_error_p80:QB,0.995,very_likely,10,34.0,37.0,353.255,38,
38,nfl:gsis:00-0039064,22916,Zay Flowers,WR,BAL,18.5,18.3,11.7,25.2,historical_forward_error_p80:WR,0.995,very_likely,19,36.0,36.0,160.51,6,
39,nfl:gsis:00-0040124,25417,Tetairoa McMillan,WR,CAR,18.0,17.8,11.2,24.8,historical_forward_error_p80:WR,0.995,very_likely,22,37.0,40.0,152.5,3,
40,nfl:gsis:00-0040129,23062,Emeka Egbuka,WR,TB,17.7,17.5,10.9,24.5,historical_forward_error_p80:WR,0.9676,very_likely,24,42.0,42.0,155.113,1,
41,nfl:gsis:00-0040126,26006,Colston Loveland,TE,CHI,17.6,17.4,12.6,22.6,historical_forward_error_p80:TE,0.995,very_likely,13,40.0,38.0,132.327,,prior_jugg_salary
42,nfl:gsis:00-0036410,19211,Tee Higgins,WR,CIN,17.3,17.1,10.5,24.0,historical_forward_error_p80:WR,0.995,very_likely,15,51.0,32.0,150.936,36,
43,nfl:gsis:00-0037740,23072,Garrett Wilson,WR,NYJ,16.8,16.6,10.1,23.6,historical_forward_error_p80:WR,0.995,very_likely,23,32.0,49.0,146.57,11,
44,nfl:gsis:00-0040784,25391,Quinshon Judkins,RB,CLE,16.2,16.0,10.0,22.3,historical_forward_error_p80:RB,0.995,very_likely,21,49.0,52.0,182.793,2,
45,nfl:gsis:00-0039361,25981,Bucky Irving,RB,TB,15.9,15.7,9.7,22.0,historical_forward_error_p80:RB,0.995,very_likely,19,50.0,55.0,183.782,35,
46,nfl:gsis:00-0031381,12123,Davante Adams,WR,LAR,15.7,15.5,8.9,22.4,historical_forward_error_p80:WR,0.9942,very_likely,25,43.0,51.0,153.436,6,
47,nfl:gsis:00-0039851,23046,Drake Maye,QB,NE,14.2,14.0,9.3,19.1,historical_forward_error_p80:QB,0.9812,very_likely,10,44.0,46.0,350.929,1,
48,nfl:gsis:00-0040128,26434,Tyler Warren,TE,IND,14.0,13.9,9.0,19.0,historical_forward_error_p80:TE,0.9921,very_likely,13,45.0,45.0,120.195,1,
49,nfl:gsis:00-0039915,26122,Ladd McConkey,WR,LAC,13.6,13.4,6.8,20.3,historical_forward_error_p80:WR,0.995,very_likely,15,47.0,44.0,141.053,27,
50,nfl:gsis:00-0033881,16411,Evan Engram,TE,DEN,13.3,13.1,8.3,18.3,historical_forward_error_p80:TE,0.005,unlikely,0,375.0,,63.692,1,adp_yahoo
51,nfl:gsis:00-0036275,19210,D'Andre Swift,RB,CHI,12.6,12.4,6.4,18.7,historical_forward_error_p80:RB,0.995,very_likely,8,58.0,47.0,188.269,7,
52,nfl:gsis:00-0039910,22902,Jayden Daniels,QB,WAS,12.6,12.5,7.8,17.5,historical_forward_error_p80:QB,0.995,very_likely,10,46.0,53.0,346.325,25,
53,nfl:gsis:00-0036893,19302,Najee Harris,RB,NYG,12.6,12.5,6.5,18.8,historical_forward_error_p80:RB,0.005,unlikely,0,374.0,,51.293,1,adp_yahoo
54,nfl:gsis:00-0036442,19196,Joe Burrow,QB,CIN,12.3,12.2,7.4,17.2,historical_forward_error_p80:QB,0.9731,very_likely,5,53.0,48.0,344.229,27,
55,nfl:gsis:00-0036613,19790,Jaylen Waddle,WR,DEN,12.1,12.0,5.3,18.9,historical_forward_error_p80:WR,0.995,very_likely,12,52.0,41.0,136.037,2,
56,nfl:gsis:00-0036389,19275,Jalen Hurts,QB,PHI,11.8,11.6,6.9,16.7,historical_forward_error_p80:QB,0.995,very_likely,9,48.0,56.0,344.583,29,
57,nfl:gsis:00-0035685,18239,David Montgomery,RB,HOU,11.0,10.8,4.8,17.1,historical_forward_error_p80:RB,0.995,very_likely,9,61.0,50.0,165.465,5,
58,nfl:gsis:00-0035659,18466,Terry McLaurin,WR,WAS,10.7,10.5,3.9,17.4,historical_forward_error_p80:WR,0.995,very_likely,17,54.0,54.0,140.912,10,
59,nfl:gsis:00-0040719,27297,Bhayshul Tuten,RB,JAX,10.5,10.4,4.3,16.7,historical_forward_error_p80:RB,0.995,very_likely,9,62.0,60.0,178.047,,prior_jugg_salary
60,nfl:gsis:00-0041512,27329,Jadarian Price,RB,SEA,8.7,8.6,2.5,14.8,historical_forward_error_p80:RB,0.995,very_likely,8,68.0,64.0,163.609,,prior_jugg_salary
61,nfl:gsis:00-0039919,25411,Rome Odunze,WR,CHI,8.5,8.4,1.7,15.3,historical_forward_error_p80:WR,0.947,very_likely,17,57.0,67.0,142.707,2,
62,nfl:gsis:00-0040734,23065,TreVeyon Henderson,RB,NE,8.4,8.4,2.3,14.6,historical_forward_error_p80:RB,0.995,very_likely,8,67.0,59.0,156.609,14,
63,nfl:gsis:00-0038996,25298,Tucker Kraft,TE,GB,8.1,8.0,3.1,13.1,historical_forward_error_p80:TE,0.7179,likely,2,80.0,58.0,116.94,1,
64,nfl:gsis:00-0037240,23677,Jameson Williams,WR,DET,8.0,7.9,1.3,14.8,historical_forward_error_p80:WR,0.993,very_likely,14,60.0,63.0,152.828,9,
65,nfl:gsis:00-0040735,27016,Luther Burden III,WR,CHI,8.0,7.9,1.2,14.8,historical_forward_error_p80:WR,0.9435,very_likely,11,65.0,57.0,135.363,,prior_jugg_salary
66,nfl:gsis:00-0039065,22978,Sam LaPorta,TE,DET,7.7,7.6,2.7,12.7,historical_forward_error_p80:TE,0.9702,very_likely,6,59.0,61.0,111.072,8,
67,nfl:gsis:00-0034827,17265,DJ Moore,WR,BUF,7.5,7.5,1.0,14.3,historical_forward_error_p80:WR,0.995,very_likely,11,55.0,62.0,139.03,2,
68,nfl:gsis:00-0040663,27050,Harold Fannin Jr.,TE,CLE,7.1,7.0,2.1,12.1,historical_forward_error_p80:TE,0.8771,very_likely,6,63.0,70.0,112.505,,prior_jugg_salary
69,nfl:gsis:00-0036970,20164,Kyle Pitts Sr.,TE,ATL,6.9,6.8,1.9,11.9,historical_forward_error_p80:TE,0.9616,very_likely,6,56.0,71.0,116.185,3,
70,nfl:gsis:00-0039918,23084,Caleb Williams,QB,CHI,6.8,6.7,1.9,11.6,historical_forward_error_p80:QB,0.7226,likely,3,79.0,68.0,328.841,,prior_jugg_salary
71,nfl:gsis:00-0037228,24209,Jaylen Warren,RB,PIT,6.2,6.1,1.0,12.3,historical_forward_error_p80:RB,0.8099,very_likely,2,90.0,73.0,154.867,1,
72,nfl:gsis:00-0033077,15600,Dak Prescott,QB,DAL,5.9,5.8,1.0,10.8,historical_forward_error_p80:QB,0.8102,very_likely,4,72.0,72.0,337.099,5,
73,nfl:gsis:00-0040691,23160,Jaxson Dart,QB,NYG,5.9,5.9,1.1,10.8,historical_forward_error_p80:QB,0.8194,very_likely,5,64.0,84.0,332.163,,prior_jugg_salary
74,nfl:gsis:00-0037692,26068,Brandon Aubrey,K,DAL,5.7,5.6,3.2,8.2,historical_forward_error_p80:K,0.995,very_likely,1,71.0,82.0,153.03,5,
75,nfl:gsis:00-0036875,22726,Rhamondre Stevenson,RB,NE,5.3,5.3,1.0,11.5,historical_forward_error_p80:RB,0.95,very_likely,7,77.0,76.0,152.322,1,
76,nfl:gsis:00-0035358,19058,Chase McLaughlin,K,TB,4.9,4.8,2.4,7.4,historical_forward_error_p80:K,0.1818,unlikely,0,215.0,219.0,132.85,,prior_jugg_salary
77,nfl:gsis:00-0035261,18705,Tony Pollard,RB,TEN,4.9,4.9,1.0,11.1,historical_forward_error_p80:RB,0.7974,likely,2,96.0,81.0,155.888,4,
78,nfl:gsis:00-0037252,23153,Greg Dulcich,TE,MIA,4.7,4.7,1.0,9.8,historical_forward_error_p80:TE,0.005,unlikely,0,,198.0,78.94,,adp_espn;prior_jugg_salary
79,nfl:gsis:00-0036355,18635,Justin Herbert,QB,LAC,4.6,4.5,1.0,9.4,historical_forward_error_p80:QB,0.6648,likely,3,99.0,69.0,325.801,15,
80,nfl:gsis:00-0031408,12119,Mike Evans,WR,SF,4.6,4.6,1.0,11.4,historical_forward_error_p80:WR,0.8932,very_likely,6,82.0,65.0,136.414,30,
81,nfl:gsis:00-0033288,16499,George Kittle,TE,SF,4.4,4.3,1.0,9.4,historical_forward_error_p80:TE,0.6856,likely,2,88.0,86.0,109.381,22,
82,nfl:gsis:00-0036971,19780,Trevor Lawrence,QB,JAX,4.4,4.4,1.0,9.3,historical_forward_error_p80:QB,0.7098,likely,4,81.0,80.0,333.204,1,
83,nfl:gsis:00-0031203,13731,Cairo Santos,K,CHI,4.3,4.3,1.8,6.9,historical_forward_error_p80:K,0.224,long_shot,0,187.0,224.0,133.31,,prior_jugg_salary
84,nfl:gsis:00-0036555,19792,Chuba Hubbard,RB,CAR,4.3,4.3,1.0,10.5,historical_forward_error_p80:RB,0.7437,likely,2,112.0,77.0,137.084,19,
85,nfl:gsis:00-0041438,26009,Carnell Tate,WR,TEN,4.2,4.1,1.0,10.9,historical_forward_error_p80:WR,0.952,very_likely,7,66.0,75.0,113.203,,prior_jugg_salary
86,nfl:gsis:00-0039811,23118,MarShawn Lloyd,RB,GB,4.0,3.9,1.0,10.1,historical_forward_error_p80:RB,0.0393,unlikely,0,,200.0,45.485,,adp_espn;prior_jugg_salary
87,nfl:def:HOU,8120,Houston Texans,DEF,HOU,3.9,3.8,2.0,5.7,historical_forward_error_p80:DEF,0.995,very_likely,1,73.0,90.0,124.43,10,
88,nfl:gsis:00-0041496,27320,Jonah Coleman,RB,DEN,3.9,3.9,1.0,10.1,historical_forward_error_p80:RB,0.0596,unlikely,1,230.0,184.0,39.222,,prior_jugg_salary
89,nfl:gsis:00-0038454,25360,Keaton Mitchell,RB,LAC,3.9,3.9,1.0,10.1,historical_forward_error_p80:RB,0.071,unlikely,1,206.0,199.0,68.866,,prior_jugg_salary
90,nfl:gsis:00-0039404,26341,Will Reichard,K,MIN,3.9,3.8,1.3,6.4,historical_forward_error_p80:K,0.26,long_shot,0,178.0,220.0,130.72,,prior_jugg_salary
91,nfl:gsis:00-0038129,23181,Cade Otton,TE,TB,3.8,3.8,1.0,8.8,historical_forward_error_p80:TE,0.005,unlikely,0,,,74.055,,adp_espn;adp_yahoo;prior_jugg_salary
92,nfl:gsis:00-0034173,17575,Eddy Pineiro,K,SF,3.8,3.7,1.3,6.3,historical_forward_error_p80:K,0.3313,long_shot,1,146.0,222.0,132.62,,prior_jugg_salary
93,nfl:gsis:00-0037809,23982,Chig Okonkwo,TE,WAS,3.7,3.6,1.0,8.7,historical_forward_error_p80:TE,0.0615,unlikely,0,225.0,149.0,73.401,,prior_jugg_salary
94,nfl:gsis:00-0036854,23297,Evan McPherson,K,CIN,3.7,3.7,1.2,6.2,historical_forward_error_p80:K,0.2046,long_shot,0,202.0,221.0,128.72,1,
95,nfl:gsis:00-0026498,9451,Matthew Stafford,QB,LAR,3.7,3.7,1.0,8.6,historical_forward_error_p80:QB,0.7515,likely,4,69.0,100.0,327.994,1,
96,nfl:gsis:00-0036139,19647,Rico Dowdle,RB,PIT,3.7,3.7,1.0,9.9,historical_forward_error_p80:RB,0.7799,likely,3,98.0,85.0,148.47,1,
97,nfl:gsis:00-0030506,11594,Travis Kelce,TE,KC,3.7,3.7,1.0,8.7,historical_forward_error_p80:TE,0.6816,likely,2,85.0,91.0,107.06,4,
98,nfl:gsis:00-0036244,19372,Colby Parkinson,TE,LAR,3.6,3.5,1.0,8.6,historical_forward_error_p80:TE,0.005,unlikely,0,,,57.858,,adp_espn;adp_yahoo;prior_jugg_salary
99,nfl:gsis:00-0040584,27109,Gunnar Helm,TE,TEN,3.6,3.6,1.0,8.6,historical_forward_error_p80:TE,0.005,unlikely,0,,,62.668,,adp_espn;adp_yahoo;prior_jugg_salary
100,nfl:gsis:00-0036158,19245,J.K. Dobbins,RB,DEN,3.6,3.6,1.0,9.7,historical_forward_error_p80:RB,0.7289,likely,2,108.0,92.0,156.647,10,
101,nfl:gsis:00-0034829,17272,Mike Gesicki,TE,CIN,3.6,3.6,1.0,8.6,historical_forward_error_p80:TE,0.005,unlikely,0,,,64.669,,adp_espn;adp_yahoo;prior_jugg_salary
102,nfl:gsis:00-0040074,27534,Tyler Loop,K,BAL,3.6,3.6,1.1,6.1,historical_forward_error_p80:K,0.2808,long_shot,1,169.0,218.0,132.06,,prior_jugg_salary
103,nfl:gsis:00-0040200,27291,Andy Borregales,K,NE,3.5,3.5,1.0,6.0,historical_forward_error_p80:K,0.7438,likely,,,223.0,119.37,,espn_salary_cap_value;adp_espn;prior_jugg_salary
104,nfl:gsis:00-0039794,24346,Braelon Allen,RB,NYJ,3.5,3.5,1.0,9.6,historical_forward_error_p80:RB,0.0459,unlikely,0,,,82.68,,adp_espn;adp_yahoo;prior_jugg_salary
105,nfl:gsis:00-0038124,23886,Christian Watson,WR,GB,3.5,3.5,1.0,10.3,historical_forward_error_p80:WR,0.8511,very_likely,6,86.0,66.0,137.579,3,
106,nfl:gsis:00-0039066,23056,Michael Mayer,TE,LV,3.5,3.5,1.0,8.5,historical_forward_error_p80:TE,0.005,unlikely,0,,,50.138,,adp_espn;adp_yahoo;prior_jugg_salary
107,nfl:gsis:00-0040583,27520,Woody Marks,RB,HOU,3.5,3.5,1.0,9.7,historical_forward_error_p80:RB,0.2117,long_shot,1,148.0,197.0,100.575,,prior_jugg_salary
108,nfl:gsis:00-0038611,22986,Chris Rodriguez Jr.,RB,JAX,3.4,3.4,1.0,9.6,historical_forward_error_p80:RB,0.1411,unlikely,1,180.0,194.0,90.219,,prior_jugg_salary
109,nfl:gsis:00-0034975,18256,Justice Hill,RB,BAL,3.4,3.4,1.0,9.6,historical_forward_error_p80:RB,0.0457,unlikely,0,,,79.414,,adp_espn;adp_yahoo;prior_jugg_salary
110,nfl:gsis:00-0041052,28401,Kaelon Black,RB,SF,3.4,3.4,1.0,9.6,historical_forward_error_p80:RB,0.0455,unlikely,0,,,78.065,,adp_espn;adp_yahoo;prior_jugg_salary
111,nfl:gsis:00-0039849,23064,Marvin Harrison Jr.,WR,ARI,3.3,3.3,1.0,10.1,historical_forward_error_p80:WR,0.9312,very_likely,7,76.0,74.0,129.995,19,
112,nfl:gsis:00-0035537,18406,Ty Johnson,RB,BUF,3.3,3.2,1.0,9.4,historical_forward_error_p80:RB,0.0444,unlikely,0,,,69.659,,adp_espn;adp_yahoo;prior_jugg_salary
113,nfl:gsis:00-0034351,17270,Dallas Goedert,TE,PHI,3.2,3.1,1.0,8.2,historical_forward_error_p80:TE,0.6071,likely,2,87.0,106.0,113.851,1,
114,nfl:gsis:00-0041104,28084,Demond Claiborne,RB,MIN,3.2,3.2,1.0,9.4,historical_forward_error_p80:RB,0.0117,unlikely,0,,,12.193,,adp_espn;adp_yahoo;prior_jugg_salary
115,nfl:gsis:00-0038705,25654,Emari Demercado,RB,KC,3.2,3.2,1.0,9.4,historical_forward_error_p80:RB,0.0437,unlikely,0,,,66.35,,adp_espn;adp_yahoo;prior_jugg_salary
116,nfl:gsis:00-0039498,26638,Harrison Mevis,K,LAR,3.2,3.2,1.0,5.7,historical_forward_error_p80:K,0.4921,bubble,1,120.0,203.0,136.89,,prior_jugg_salary
117,nfl:gsis:00-0040177,27310,Jordan James,RB,SF,3.2,3.1,1.0,9.3,historical_forward_error_p80:RB,0.0427,unlikely,0,,,61.913,,adp_espn;adp_yahoo;prior_jugg_salary
118,nfl:gsis:00-0040878,28108,Mike Washington Jr.,RB,LV,3.2,3.1,1.0,9.3,historical_forward_error_p80:RB,0.1521,unlikely,0,220.0,163.0,67.87,,prior_jugg_salary
119,nfl:gsis:00-0040886,24343,Nicholas Singleton,RB,TEN,3.2,3.2,1.0,9.3,historical_forward_error_p80:RB,0.0151,unlikely,0,,,15.448,,adp_espn;adp_yahoo;prior_jugg_salary
120,nfl:gsis:00-0039746,22930,Will Shipley,RB,PHI,3.2,3.1,1.0,9.3,historical_forward_error_p80:RB,0.016,unlikely,0,,,16.283,,adp_espn;adp_yahoo;prior_jugg_salary
121,nfl:gsis:00-0040888,24367,Adam Randall,RB,BAL,3.1,3.1,1.0,9.2,historical_forward_error_p80:RB,0.0411,unlikely,0,,,56.227,,adp_espn;adp_yahoo;prior_jugg_salary
122,nfl:gsis:00-0038935,25345,Brenton Strange,TE,JAX,3.1,3.1,1.0,8.1,historical_forward_error_p80:TE,0.0872,unlikely,1,185.0,167.0,91.704,,prior_jugg_salary
123,nfl:gsis:00-0041096,24362,Kaytron Allen,RB,WAS,3.1,3.1,1.0,9.3,historical_forward_error_p80:RB,0.0181,unlikely,0,,,18.497,,adp_espn;adp_yahoo;prior_jugg_salary
124,nfl:gsis:00-0040189,25997,Oronde Gadsden II,TE,LAC,3.1,3.1,1.0,8.1,historical_forward_error_p80:TE,0.0598,unlikely,0,,151.0,63.29,,adp_espn;prior_jugg_salary
125,nfl:gsis:00-0040208,26212,Tahj Brooks,RB,CIN,3.1,3.1,1.0,9.3,historical_forward_error_p80:RB,0.0179,unlikely,0,,,18.242,,adp_espn;adp_yahoo;prior_jugg_salary
126,nfl:gsis:00-0039793,26335,AJ Barner,TE,SEA,3.0,3.0,1.0,8.0,historical_forward_error_p80:TE,0.0989,unlikely,0,207.0,147.0,75.809,,prior_jugg_salary
127,nfl:gsis:00-0038685,25823,Chris Brooks,RB,GB,3.0,3.0,1.0,9.2,historical_forward_error_p80:RB,0.0388,unlikely,0,,,49.821,,adp_espn;adp_yahoo;prior_jugg_salary
128,nfl:gsis:00-0040179,27097,DJ Giddens,RB,IND,3.0,3.0,1.0,9.2,historical_forward_error_p80:RB,0.0258,unlikely,0,,,27.397,,adp_espn;adp_yahoo;prior_jugg_salary
129,nfl:gsis:00-0038797,25885,Emanuel Wilson,RB,SEA,3.0,3.0,1.0,9.2,historical_forward_error_p80:RB,0.036,unlikely,0,,,43.641,,adp_espn;adp_yahoo;prior_jugg_salary
130,nfl:gsis:00-0041013,28107,Emmett Johnson,RB,KC,3.0,3.0,1.0,9.2,historical_forward_error_p80:RB,0.0274,unlikely,0,,,29.493,,adp_espn;adp_yahoo;prior_jugg_salary
131,nfl:gsis:00-0039299,22915,George Holani,RB,SEA,3.0,3.0,1.0,9.2,historical_forward_error_p80:RB,0.03,unlikely,0,,,33.116,,adp_espn;adp_yahoo;prior_jugg_salary
132,nfl:gsis:00-0039798,25977,Isaiah Davis,RB,NYJ,3.0,3.0,1.0,9.2,historical_forward_error_p80:RB,0.0302,unlikely,0,,,33.442,,adp_espn;adp_yahoo;prior_jugg_salary
133,nfl:gsis:00-0039874,25987,Jaylen Wright,RB,MIA,3.0,3.0,1.0,9.2,historical_forward_error_p80:RB,0.036,unlikely,0,,,43.558,,adp_espn;adp_yahoo;prior_jugg_salary
134,nfl:gsis:00-0039391,26355,Kimani Vidal,RB,LAC,3.0,3.0,1.0,9.2,historical_forward_error_p80:RB,0.0376,unlikely,0,,,47.15,,adp_espn;adp_yahoo;prior_jugg_salary
135,nfl:gsis:00-0040238,27285,LeQuint Allen Jr.,RB,JAX,3.0,3.0,1.0,9.2,historical_forward_error_p80:RB,0.0267,unlikely,0,,,28.553,,adp_espn;adp_yahoo;prior_jugg_salary
136,nfl:gsis:00-0040198,25984,Ollie Gordon II,RB,MIA,3.0,3.0,1.0,9.2,historical_forward_error_p80:RB,0.0284,unlikely,0,,,30.881,,adp_espn;adp_yahoo;prior_jugg_salary
137,nfl:gsis:00-0040021,22928,Phil Mafah,RB,DAL,3.0,3.0,1.0,9.2,historical_forward_error_p80:RB,0.0253,unlikely,0,,,26.717,,adp_espn;adp_yahoo;prior_jugg_salary
138,nfl:gsis:00-0039875,26191,Ray Davis,RB,BUF,3.0,3.0,1.0,9.2,historical_forward_error_p80:RB,0.0191,unlikely,1,,,28.108,,adp_espn;adp_yahoo;prior_jugg_salary
139,nfl:gsis:00-0038951,23679,Sean Tucker,RB,TB,3.0,3.0,1.0,9.2,historical_forward_error_p80:RB,0.0283,unlikely,0,,,30.641,,adp_espn;adp_yahoo;prior_jugg_salary
140,nfl:gsis:00-0039732,22910,Bo Nix,QB,DEN,2.9,2.9,1.0,7.8,historical_forward_error_p80:QB,0.7639,likely,4,75.0,99.0,324.987,8,
141,nfl:def:GB,8110,Green Bay Packers,DEF,GB,2.9,2.9,1.0,4.7,historical_forward_error_p80:DEF,0.1563,unlikely,0,193.0,215.0,99.06,,prior_jugg_salary
142,nfl:def:LAC,8250,Los Angeles Chargers,DEF,LAC,2.9,2.8,1.0,4.7,historical_forward_error_p80:DEF,0.206,long_shot,0,168.0,217.0,112.59,,prior_jugg_salary
