season,week,team,full_name,position,status,birth_date,years_exp,gsis_id,espn_id,yahoo_id,pfr_id,pff_id,sleeper_id
2024,18,NYJ,Greg Zuerlein,K,RES,1987-12-27,12,00-0029621,14993,25881,ZuerGr00,7163,1266
2024,22,PHI,Fletcher Cox,DL,RET,1990-12-13,12,00-0029653,14941,25722,CoxxFl00,7018,1027
2024,18,NYG,Greg Van Roten,OL,ACT,1990-02-26,12,00-0029685,,,,,
2024,18,DAL,Bryan Anger,P,ACT,1988-10-06,12,00-0029692,14950,25780,AngeBr00,7072,1113
2024,3,LA,Ty Nsekhe,OL,CUT,1985-10-27,12,00-0029709,,,,,
2024,19,MIN,Andrew DePaola,LS,ACT,1987-07-28,12,00-0029714,,,,,
2024,19,GB,Brandon McManus,K,ACT,1991-07-25,11,00-0029822,16339,27120,,8437,1433
2024,18,SF,Kyle Juszczyk,RB,ACT,1991-04-23,11,00-0029892,16002,26753,JuszKy00,7912,1379
2024,19,TB,Ryan Jensen,OL,RET,1991-05-27,11,00-0029895,,,,,
2024,18,NYG,Chris Hubbard,OL,ACT,1991-04-23,11,00-0029963,,,,,
2024,18,CAR,Adam Thielen,WR,ACT,1990-08-22,11,00-0030035,16460,27277,ThieAd00,8288,1689
2024,21,WAS,Zach Ertz,TE,ACT,1990-11-10,11,00-0030061,15835,26658,ErtzZa00,7816,1339
2024,22,PHI,Darius Slay,DB,ACT,1991-01-01,11,00-0030062,15863,26659,SlayDa00,7817,1518
2024,18,SEA,Johnathan Hankins,DL,ACT,1992-03-30,11,00-0030063,15841,26672,HankJo00,7830,1492
2024,18,MIA,Terron Armstead,OL,ACT,1991-07-23,11,00-0030067,,,,,
2024,18,LV,John Jenkins,DL,ACT,1989-07-11,11,00-0030070,15846,26705,JenkJo00,7863,1553
2024,21,BUF,Micah Hyde,DB,DEV,1990-12-31,11,00-0030090,15960,26782,HydeMi00,7941,1525
2024,21,BUF,Sam Martin,P,ACT,1990-02-27,11,00-0030092,15928,26788,MartSa01,7947,1516
2024,19,MIN,David Quessenberry,OL,ACT,1990-08-24,11,00-0030097,,,,,
2024,18,CLE,Dustin Hopkins,K,ACT,1990-10-01,11,00-0030098,15965,26800,HopkDu00,,1348
2024,18,MIA,Jordan Poyer,DB,ACT,1991-04-25,11,00-0030114,15979,26841,PoyeJo00,8000,1343
2024,21,WAS,Tress Way,P,ACT,1990-04-18,11,00-0030140,16166,26945,,8358,1506
2024,18,CHI,Keenan Allen,WR,ACT,1992-04-27,11,00-0030279,15818,26699,AlleKe00,7857,1479
2024,19,LAC,Tony Jefferson,DB,ACT,1992-01-27,11,00-0030294,16195,27081,,8361,1686
2024,19,TB,William Gholston,DL,ACT,1991-07-31,11,00-0030386,16019,26749,GholWi00,7908,1558
2024,20,HOU,Robert Woods,WR,ACT,1992-04-10,11,00-0030431,15880,26664,WoodRo02,7822,1352
2024,18,NO,Tyrann Mathieu,DB,ACT,1992-05-13,11,00-0030459,15851,26692,MathTy00,7850,1576
2024,1,SF,Nick Williams,DL,CUT,1990-02-21,11,00-0030500,2317118,26846,WillNi01,8006,1414
2024,22,KC,Travis Kelce,TE,ACT,1989-10-05,11,00-0030506,15847,26686,KelcTr00,7844,1466
2024,22,PHI,Lane Johnson,OL,ACT,1990-05-08,11,00-0030561,,,,,
2024,22,KC,DeAndre Hopkins,WR,ACT,1992-06-06,11,00-0030564,15795,26650,HopkDe00,7808,1426
2024,18,SEA,Geno Smith,QB,ACT,1990-10-10,11,00-0030565,15864,26662,SmitGe00,7820,1373
2024,19,PIT,Cordarrelle Patterson,RB,ACT,1991-03-17,11,00-0030578,15807,26652,PattCo00,7810,1535
2024,22,KC,James Winchester,LS,ACT,1989-08-06,11,00-0030615,16665,27494,,8580,1785
2024,18,NO,James Hurst,OL,RET,1991-12-17,10,00-0030694,,,,,
2024,21,WAS,Cornelius Lucas,OL,ACT,1991-07-18,10,00-0030725,,,,,
2024,22,KC,Mike Pennel,DL,ACT,1991-05-09,10,00-0030757,17230,28085,,9316,2143
2024,18,JAX,Tyler Shatley,OL,DEV,1991-05-05,10,00-0030827,,,,,
2024,18,NYG,Casey Kreiter,LS,ACT,1990-08-13,10,00-0030957,,,,,
2024,1,LAC,Corey Linsley,OL,RET,1991-07-27,10,00-0031019,,,,,
2024,19,LAC,Khalil Mack,DL,ACT,1991-02-22,10,00-0031040,16710,27533,MackKh00,8640,2036
2024,21,BUF,DaQuan Jones,DL,ACT,1991-12-27,10,00-0031054,16910,27640,JoneDa04,8747,1932
2024,19,DEN,Cameron Fleming,OL,DEV,1992-09-03,10,00-0031067,,,,,
2024,18,SF,Pat O'Donnell,P,ACT,1991-02-22,10,00-0031079,16863,27719,ODonPa00,8826,2113
2024,19,TB,Shaquil Barrett,LB,ACT,1992-11-17,10,00-0031101,16967,27820,,9000,1999
2024,19,PIT,Chris Boswell,K,ACT,1991-03-16,10,00-0031136,17372,28188,,8990,1945
2024,21,WAS,Tyler Ott,LS,ACT,1992-02-28,10,00-0031156,,,,,
2024,20,BAL,Brent Urban,DL,ACT,1991-05-05,10,00-0031177,16831,27662,UrbaBr00,8769,1881
2024,18,CHI,Cairo Santos,K,ACT,1991-11-12,10,00-0031203,17427,28227,,8932,2020
2024,15,MIA,Odell Beckham Jr.,WR,CUT,1992-11-05,10,00-0031235,16733,27540,BeckOd00,8647,2078
2024,18,DAL,Brandin Cooks,WR,ACT,1993-09-25,10,00-0031236,16731,27548,CookBr00,8655,2197
2024,20,DET,Teddy Bridgewater,QB,ACT,1992-11-10,10,00-0031237,16728,27560,BridTe00,8667,2152
2024,20,HOU,Denico Autry,DL,ACT,1990-07-15,10,00-0031254,17447,28266,,8982,2027
2024,1,SF,Logan Thomas,TE,CUT,1991-07-01,10,00-0031260,16813,27648,ThomLo00,8755,2251
2024,18,CLE,Shelby Harris,DL,RES,1991-08-11,10,00-0031270,16837,27763,HarrSh00,8869,2033
2024,18,ATL,Jake Matthews,OL,ACT,1992-02-11,10,00-0031279,,,,,
2024,18,NO,Derek Carr,QB,INA,1991-03-28,10,00-0031280,16757,27564,CarrDe02,8671,2028
2024,18,NYJ,C.J. Mosley,LB,RES,1992-06-19,10,00-0031296,16720,27545,MoslC.00,8652,1875
2024,20,HOU,Jimmie Ward,DB,RES,1991-07-18,10,00-0031298,16717,27558,WardJi01,8665,2267
2024,18,CAR,Jordan Matthews,TE,DEV,1992-07-16,10,00-0031299,16763,27570,MattJo00,8677,1800
2024,18,NYJ,Morgan Moses,OL,INA,1991-03-03,10,00-0031330,,,,,
2024,20,LA,Jimmy Garoppolo,QB,ACT,1991-11-02,10,00-0031345,16760,27590,GaroJi00,8697,1837
2024,18,DAL,C.J. Goodwin,DB,ACT,1990-02-04,10,00-0031357,17474,28289,,9243,2869
2024,20,BAL,Kyle Van Noy,LB,ACT,1991-03-26,10,00-0031360,16772,27568,VanNKy00,8675,2130
2024,18,CLE,Christian Kirksey,LB,RET,1992-08-31,10,00-0031361,16767,27599,KirkCh00,8706,1905
2024,18,ARI,Michael Palardy,P,ACT,1992-07-06,10,00-0031363,17475,28292,,9277,2818
2024,18,CAR,Jadeveon Clowney,LB,ACT,1993-02-14,10,00-0031364,16734,27529,ClowJa00,8636,1947
2024,1,WAS,Martavis Bryant,WR,CUT,1991-12-20,10,00-0031373,16886,27646,BryaMa00,8753,1916
2024,18,NYJ,Davante Adams,WR,ACT,1992-12-24,10,00-0031381,16800,27581,AdamDa01,8688,2133
2024,20,LA,Aaron Donald,DL,RET,1991-05-23,10,00-0031388,16716,27541,DonaAa00,8648,2227
2024,18,DAL,Zack Martin,OL,RES,1990-11-20,10,00-0031402,,,,,
2024,19,TB,Mike Evans,WR,ACT,1993-08-21,10,00-0031408,16737,27535,EvanMi00,8642,2216
2024,18,DAL,Demarcus Lawrence,DL,RES,1992-04-28,10,00-0031411,16802,27562,LawrDe00,8669,2064
2024,18,CLE,Joel Bitonio,OL,ACT,1991-10-11,10,00-0031426,,,,,
2024,20,DET,Allen Robinson,WR,ACT,1993-08-24,10,00-0031428,16799,27589,RobiAl02,8696,1992
2024,18,NYG,Chris Manhertz,TE,ACT,1992-04-10,9,00-0031484,2531358,28365,ManhCh00,10211,3048
2024,18,SEA,Jason Myers,K,ACT,1991-05-12,9,00-0031492,2473037,28378,,,2747
2024,21,WAS,Efe Obada,DL,DEV,1992-04-13,9,00-0031500,3734467,28386,,10235,2796
2024,18,CLE,Jameis Winston,QB,INA,1994-01-06,9,00-0031503,2969939,28389,WinsJa00,9434,2306
2024,1,BUF,La'el Collins,OL,CUT,1993-07-26,9,00-0031534,,,,,
2024,21,BUF,Amari Cooper,WR,ACT,1994-06-17,9,00-0031544,2976499,28392,CoopAm00,9437,2309
2024,22,PHI,DeVante Parker,WR,RET,1993-01-20,9,00-0031547,2576623,28402,ParkDe01,9447,2319
2024,20,BAL,Nelson Agholor,WR,ACT,1993-05-24,9,00-0031549,2971618,28408,AghoNe00,9453,2325
2024,18,CAR,Shaq Thompson,LB,RES,1994-04-21,9,00-0031550,2978313,28413,ThomSh01,9458,2330
2024,18,ATL,Eddie Goldman,DL,ACT,1994-01-06,9,00-0031551,2969924,28427,GoldEd00,9472,2344
2024,18,DAL,Eric Kendricks,LB,ACT,1992-02-29,9,00-0031554,2510863,28433,KendEr00,9478,2350
2024,19,PIT,Eric Rowe,DB,DEV,1992-10-03,9,00-0031555,2576002,28435,RoweEr00,9480,2352
2024,21,BUF,Jordan Phillips,DL,ACT,1992-09-21,9,00-0031557,2577466,28440,PhilJo01,9485,2357
2024,20,HOU,Danielle Hunter,DL,ACT,1994-10-29,9,00-0031565,2976560,28476,HuntDa01,9521,2393
2024,20,DET,Za'Darius Smith,DL,ACT,1992-09-08,9,00-0031576,3043168,28510,SmitZa00,9555,2427
2024,20,HOU,Shaq Mason,OL,ACT,1993-08-28,9,00-0031580,,,,,
2024,18,IND,Mark Glowinski,OL,ACT,1992-05-03,9,00-0031581,,,,,
2024,18,ATL,Grady Jarrett,DL,ACT,1993-04-28,9,00-0031583,2576492,28525,JarrGr00,9570,2592
2024,10,SF,Adrian Amos,DB,DEV,1993-04-29,9,00-0031584,2582132,28530,AmosAd00,9575,2445
2024,19,PIT,MyCole Pruitt,TE,ACT,1992-03-24,9,00-0031585,2508256,28531,PruiMy00,9576,2446
2024,19,MIN,Bobby McCain,DB,DEV,1993-08-18,9,00-0031587,2575606,28533,McCaBo01,9578,2448
2024,20,HOU,Stefon Diggs,WR,RES,1993-11-29,9,00-0031588,2976212,28534,DiggSt00,9579,2449
2024,19,DEN,Michael Burton,RB,ACT,1992-02-01,9,00-0031595,2515270,28556,BurtMi00,9601,2471
2024,18,TEN,Quandre Diggs,DB,RES,1993-01-22,9,00-0031608,2577553,28588,DiggQu00,9633,2501
2024,18,NYG,Darren Waller,TE,RET,1992-09-13,9,00-0031610,2576925,28592,WallDa01,9637,2505
2024,21,WAS,Bobby Hart,OL,DEV,1994-08-21,9,00-0031622,,,,,
2024,18,MIA,Raheem Mostert,RB,ACT,1992-04-09,9,00-0031687,2576414,28654,MostRa00,9783,2749
2024,19,LAC,Eric Tomlinson,TE,DEV,1992-04-22,9,00-0031690,2511973,28658,TomlEr01,9786,2755
2024,8,NO,Chris Reed,OL,CUT,1992-07-22,9,00-0031734,,,,,
2024,20,HOU,Neville Hewitt,LB,ACT,1993-04-06,9,00-0031740,3059880,28935,,9836,2677
2024,18,CHI,DeAndre Carter,WR,RES,1993-04-10,9,00-0031763,2580216,28947,CartDe02,9859,2750
2024,19,TB,Troy Hill,DB,RES,1991-08-29,9,00-0031785,2525933,28972,,9881,2826
2024,18,CAR,DeShawn Williams,DL,ACT,1992-12-29,9,00-0031795,2576508,28982,WillDe04,9891,2827
2024,19,LAC,Taylor Heinicke,QB,ACT,1993-03-15,9,00-0031800,2565969,28839,HeinTa00,9896,2711
2024,18,NE,David Andrews,OL,RES,1992-07-10,9,00-0031852,,,,,
2024,1,BUF,Damiere Byrd,WR,CUT,1993-01-27,9,00-0031868,2577667,28730,ByrdDa00,9964,2673
2024,1,NO,Jesse Davis,OL,CUT,1991-09-15,9,00-0031893,,,,,
2024,19,DEN,Alex Singleton,LB,RES,1993-12-07,9,00-0031898,2612151,28716,,9994,2617
2024,22,PHI,Rick Lovato,LS,ACT,1992-09-09,9,00-0031911,,,,,
2024,18,MIA,Kendall Lamm,OL,RES,1992-06-05,9,00-0031921,,,,,
2024,18,SEA,Leonard Williams,DL,ACT,1994-06-20,9,00-0031933,2971622,28394,WillLe02,9439,2311
2024,19,PIT,Preston Smith,DL,INA,1992-11-17,9,00-0031935,2577446,28426,SmitPr00,9471,2343
2024,18,JAX,Mitch Morse,OL,ACT,1992-04-21,9,00-0031936,,,,,
2024,21,WAS,Carl Davis,DL,ACT,1992-03-02,9,00-0031938,2511690,28478,DaviCa01,9523,2395
2024,21,WAS,Jamison Crowder,WR,ACT,1993-06-17,9,00-0031941,2576716,28493,CrowJa00,9538,2410
2024,18,NYG,Rakeem Nunez-Roches,DL,ACT,1993-07-03,9,00-0031957,2575453,28605,NuneRa00,9650,2993
2024,21,WAS,Dante Fowler Jr.,LB,ACT,1994-08-03,9,00-0032052,2980100,28391,FowlDa00,9436,2308
2024,18,JAX,Brandon Scherff,OL,ACT,1991-12-26,9,00-0032053,,,,,
2024,18,ATL,Bradley Pinion,P,ACT,1994-06-01,9,00-0032065,2977680,28553,PiniBr00,9598,2468
2024,18,CIN,Trent Brown,OL,RES,1993-04-13,9,00-0032071,,,,,
2024,19,LAC,Denzel Perryman,LB,ACT,1992-12-05,9,00-0032103,2579621,28436,PerrDe00,9481,2353
2024,18,LV,Ameer Abdullah,RB,INA,1993-06-13,9,00-0032104,2576336,28442,AbduAm00,9487,2359
2024,18,ARI,Angelo Blackson,DL,DEV,1992-11-14,9,00-0032107,2574582,28488,BlacAn00,9533,2405
2024,20,DET,Kwon Alexander,LB,DEV,1994-08-03,9,00-0032109,2976541,28512,AlexKw00,9557,2429
2024,19,PIT,Markus Golden,LB,RET,1991-03-13,9,00-0032127,2971432,28446,GoldMa00,9491,2363
2024,18,SF,Chris Conley,WR,ACT,1992-10-25,9,00-0032128,2578533,28464,ConlCh00,9509,2381
2024,18,CLE,Jordan Hicks,LB,INA,1992-06-27,9,00-0032129,2514270,28472,HickJo00,9517,2389
2024,22,PHI,C.J. Uzomah,TE,RES,1993-01-14,9,00-0032134,2574576,28545,UzomC.00,9590,2460
2024,18,CLE,Geoff Swaim,TE,RES,1993-09-16,9,00-0032141,3046704,28634,SwaiGe00,9679,2545
2024,21,PHI,Cameron Erving,OL,DEV,1992-08-23,9,00-0032145,,,,,
2024,19,LAC,Bud Dupree,LB,ACT,1993-02-12,9,00-0032146,2576702,28410,DuprAl00,9455,2327
2024,22,KC,Steven Nelson,DB,INA,1993-01-22,9,00-0032150,3045287,28486,NelsSt01,9531,2403
2024,18,SF,Jon Feliciano,OL,RES,1992-02-10,9,00-0032151,,,,,
2024,18,TEN,Trevor Siemian,QB,DEV,1991-12-26,9,00-0032156,2511109,28638,SiemTr00,9683,2549
2024,17,CLE,T.Y. McGill,DL,CUT,1992-11-23,9,00-0032162,2577757,29114,,10156,2614
2024,18,JAX,Arik Armstead,DL,ACT,1993-11-15,9,00-0032164,2971275,28405,ArmsAr01,9450,2322
2024,18,JAX,Ronald Darby,DB,INA,1994-01-02,9,00-0032195,2969920,28438,DarbRo00,9483,2355
2024,1,TB,Randy Gregory,LB,CUT,1992-11-23,9,00-0032197,3040479,28448,GregRa00,9493,2365
2024,18,LV,Andrus Peat,OL,INA,1993-11-04,9,00-0032203,,,,,
2024,18,ATL,Phillip Dorsett,WR,DEV,1993-01-05,9,00-0032208,2579604,28417,DorsPh00,9462,2334
2024,18,SEA,Tyler Lockett,WR,ACT,1992-09-28,9,00-0032211,2577327,28457,LockTy00,9502,2374
2024,1,DAL,Damien Wilson,LB,CUT,1993-05-28,9,00-0032215,3040207,28515,WilsDa02,9560,2432
2024,1,TEN,Shane Ray,LB,CUT,1993-05-18,9,00-0032221,2577371,28411,RayxSh00,9456,2328
2024,22,KC,D.J. Humphries,OL,ACT,1993-12-28,9,00-0032222,,,,,
2024,18,NE,Joe Cardona,LS,ACT,1992-04-16,9,00-0032228,,,,,
2024,18,SEA,Laken Tomlinson,OL,ACT,1992-02-09,9,00-0032234,,,,,
2024,20,LA,Rob Havenstein,OL,ACT,1992-05-13,9,00-0032242,,,,,
2024,20,HOU,Mario Edwards,DL,ACT,1994-01-25,9,00-0032265,2969921,28423,EdwaMa01,9468,2340
2024,21,WAS,Marcus Mariota,QB,ACT,1993-10-30,9,00-0032268,2576980,28390,MariMa01,9435,2307
2024,1,SF,Erik Harris,DB,CUT,1990-04-02,8,00-0032320,4010714,29224,,10346,3144
2024,19,PIT,Tyler Matakevich,LB,ACT,1992-12-22,8,00-0032366,2976249,29480,MataTy00,10880,3401
2024,18,IND,DeForest Buckner,DL,ACT,1994-03-17,8,00-0032378,2971282,29241,BuckDe00,10641,3172
2024,19,LAC,Eli Apple,DB,ACT,1995-08-09,8,00-0032379,3040506,29244,ApplEl00,10644,3189
2024,20,HOU,Laremy Tunsil,OL,ACT,1994-08-02,8,00-0032380,,,,,
2024,20,DET,Taylor Decker,OL,ACT,1993-08-23,8,00-0032381,,,,,
2024,18,IND,Ryan Kelly,OL,ACT,1993-05-30,8,00-0032383,,,,,
2024,18,CLE,Germain Ifedi,OL,ACT,1994-06-02,8,00-0032384,,,,,
2024,19,TB,Sterling Shepard,WR,ACT,1993-02-10,8,00-0032385,2976592,29274,ShepSt00,10674,3200
2024,18,SEA,Jarran Reed,DL,ACT,1992-12-16,8,00-0032387,3115312,29289,ReedJa02,10683,3220
2024,19,TB,Deion Jones,LB,ACT,1994-11-04,8,00-0032388,2976545,29285,JoneDe01,10686,3222
2024,22,KC,Joe Thuney,OL,ACT,1992-11-18,8,00-0032391,,,,,
2024,18,NE,Austin Hooper,TE,ACT,1994-10-29,8,00-0032392,3043275,29315,HoopAu00,10715,3202
2024,18,TEN,Nick Vannett,TE,ACT,1993-03-06,8,00-0032394,2576399,29328,VannNi00,10728,3258
2024,20,DET,Graham Glasgow,OL,ACT,1992-08-19,8,00-0032395,,,,,
2024,21,WAS,Chris Moore,WR,DEV,1993-06-16,8,00-0032398,2576581,29341,MoorCh00,10741,3269
2024,19,PIT,Miles Killebrew,DB,ACT,1993-05-10,8,00-0032399,2575164,29345,KillMi00,10745,3272
2024,18,SF,De'Vondre Campbell,LB,RES,1993-07-01,8,00-0032401,3040180,29349,CampDe00,10749,3276
2024,19,PIT,Dean Lowry,DL,INA,1994-06-09,8,00-0032412,2974348,29371,LowrDe00,10771,3295
2024,18,ATL,Matthew Judon,LB,ACT,1992-08-15,8,00-0032415,3961466,29380,JudoMa00,10780,3303
2024,21,BUF,Quinton Jefferson,DL,INA,1993-03-31,8,00-0032416,2577078,29381,JeffQu00,10781,3304
2024,20,DET,D.J. Reader,DL,ACT,1994-07-01,8,00-0032424,2977670,29400,ReadD.00,10800,3322
2024,18,NYJ,Wes Schweitzer,OL,ACT,1993-09-11,8,00-0032432,,,,,
2024,18,SF,Brandon Allen,QB,ACT,1992-09-05,8,00-0032434,2574511,29435,AlleBr00,10835,3357
2024,21,WAS,Jeff Driskel,QB,INA,1993-04-23,8,00-0032436,2574630,29441,DrisJe00,10841,3362
2024,19,MIN,Kamu Grugier-Hill,LB,ACT,1994-05-16,8,00-0032437,3050851,29442,GrugKa00,10842,3363
2024,19,PIT,Elandon Roberts,LB,ACT,1994-04-22,8,00-0032442,2987743,29448,RobeEl00,10848,3369
2024,18,CIN,Ted Karras,OL,ACT,1993-03-15,8,00-0032445,,,,,
2024,20,DET,Kyle Peko,DL,RES,1993-07-23,8,00-0032463,3134288,29630,,11027,3633
2024,20,DET,Kalif Raymond,WR,ACT,1994-08-08,8,00-0032464,2973405,29631,RaymKa00,11028,3634
2024,18,SEA,George Fant,OL,RES,1992-07-19,8,00-0032466,,,,,
2024,21,BUF,Reid Ferguson,LS,ACT,1994-03-24,8,00-0032497,,,,,
2024,18,CIN,Mike Hilton,DB,ACT,1994-03-09,8,00-0032521,2980383,29510,,10898,3546
2024,18,CLE,Justin Murray,OL,RET,1993-04-19,8,00-0032528,,,,,
2024,20,HOU,Alex Erickson,WR,DEV,1992-11-06,8,00-0032543,2977800,29703,EricAl01,11107,3433
2024,19,DEN,Wil Lutz,K,ACT,1994-07-07,8,00-0032569,2985659,29754,,11096,3678
2024,20,BAL,Michael Pierce,DL,ACT,1992-11-06,8,00-0032574,2972144,29759,,11101,3681
2024,18,NE,Jonathan Jones,DB,ACT,1993-09-20,8,00-0032580,2971027,29875,JoneJo03,11217,3415
2024,18,SEA,Roy Robertson-Harris,DL,ACT,1993-07-23,8,00-0032667,3159215,29920,,11341,3526
2024,19,LAC,Morgan Fox,DL,ACT,1994-09-12,8,00-0032671,3059620,29714,,11184,3743
2024,3,MIA,Robbie Chosen,WR,CUT,1993-05-09,8,00-0032688,2574808,29785,AndeRo04,11254,3423
2024,18,SF,Jake Brendel,OL,ACT,1992-09-10,8,00-0032701,,,,,
2024,20,HOU,Ka'imi Fairbairn,K,ACT,1994-01-29,8,00-0032726,2971573,29792,,,3451
2024,18,IND,Luke Rhodes,LS,ACT,1992-12-02,8,00-0032753,2566045,29588,RhodLu00,10940,3598
2024,18,CIN,Sheldon Rankins,DL,RES,1994-04-02,8,00-0032759,2970204,29246,RankSh00,10646,3188
2024,22,KC,Chris Jones,DL,ACT,1994-07-03,8,00-0032762,3044859,29271,JoneCh09,10671,3558
2024,21,BUF,Austin Johnson,DL,ACT,1994-05-08,8,00-0032763,2979591,29277,JohnAu01,10677,3560
2024,20,BAL,Derrick Henry,RB,ACT,1994-01-04,8,00-0032764,3043078,29279,HenrDe00,10679,3198
2024,18,LV,Cody Whitehair,OL,ACT,1992-07-11,8,00-0032768,,,,,
2024,22,KC,Deon Bush,DB,DEV,1993-08-14,8,00-0032774,2969944,29358,BushDe00,10758,3284
2024,20,LA,Demarcus Robinson,WR,ACT,1994-09-21,8,00-0032775,3043116,29360,RobiDe01,10760,3286
2024,15,ATL,Jakeem Grant,WR,DEV,1992-10-30,8,00-0032791,2577641,29420,GranJa00,10820,3342
2024,1,DET,Nate Sudfeld,QB,CUT,1993-10-07,8,00-0032792,2979501,29421,SudfNa00,10821,3343
